gender,readfk,mathfk,readsk,mathsk,readff,mathff,readsf,mathsf
1,31.16,20.46,42.44,29.61,49.59,44.29,60.24,55.77
1,28.64,25.76,45.49,30.08,51.95,44.8,75.59,60.84
0,37.43,34.86,45.7,42.01,44.4,59.99,71.01,65.22
1,32.07,26.66,40.21,31.73,48.48,40.48,70.5,66.08
1,33.57,19.57,44.44,34.58,43.07,28.18,77.43,58.5
0,39.2,28,47.65,38.94,54.96,45.66,93.95,64.2
1,27.09,19.4,35.7,24.5,42.27,33.03,80.75,55.02
1,25.66,19.79,36.97,32.15,40.59,29,70.23,52.73
0,42.65,30.02,66.85,49.26,89.95,54.3,142.09,74.84
0,33.92,23.04,43.09,32.13,48.74,32.02,67.74,35.91
0,30.43,22.78,39.57,28.05,42.68,44.48,74.03,65.74
1,32.54,23.26,41.25,29.85,44.18,27.77,56.68,48.06
1,29.81,25.93,33.84,33.29,34.87,34.15,66.76,50.52
1,39.33,31.29,58.7,47.4,94.31,61.14,127.58,86.1
0,26.12,19.98,39.93,26.51,43.29,28.36,65.66,47.03
1,29.9,17.14,39.21,32.12,47.2,43.86,87.06,55.27
1,27.92,15.16,33.73,26.04,51.31,50.22,102.32,81.84
1,32.58,27.02,45.02,25.64,48.87,46.1,72.62,77.31
0,33.64,35.32,44.2,31.94,49.44,44.36,85.09,55.18
1,35.62,21.62,41.76,39.24,56.75,44.56,90.74,68.56
0,27.37,18.29,38.6,24.5,46.08,29.39,58.21,32.17
1,35.17,20.03,46.49,36.2,37.88,39.52,56.2,65.31
0,26.91,14.62,31.89,20.59,36.67,29.39,72.76,57.12
1,35.06,17.63,41.56,27.16,44.08,23.59,57.54,38.53
0,30.59,18.49,28.69,19.92,33.21,24.77,49.77,28.53
1,24.37,16.02,34.37,26.64,42.88,36.69,74.28,58.75
0,26.48,15.47,32.32,19.67,37,28.54,68.49,54.18
0,29.59,20.48,37.83,29.49,38.63,30.09,48.29,40.99
0,24.43,13.94,42.14,22.89,41.58,39.51,53.48,55.57
1,26.16,17.16,33.32,24.08,42.31,23.19,49.21,31.14
1,24.31,18.33,30.58,28.78,33.75,35.73,50.08,56.38
1,22.46,12.73,29.72,18.53,36.67,22.97,56.11,42.69
1,27.89,18.98,28.12,19.48,32.71,25.26,62.58,44.07
0,23.32,17.26,35.07,24.69,42.94,25.78,49.67,43.7
0,29.07,24.23,34.58,35.76,42.23,47.59,51.09,55.6
1,27.66,18.84,35.09,20.36,33.33,24.65,36.09,32.36
0,30.62,15.22,43.68,20.56,50.3,22.36,66.15,42.38
1,25.14,17.07,23.74,40,26.97,40.86,52.9,49.79
0,31.79,21.38,38.83,25.92,44.23,26.15,63.27,54.4
1,35.06,21.38,50.33,30.83,58.81,25.81,72.76,40.95
0,34.51,31.96,43.52,31.63,45.94,41.64,75.68,61.27
0,39.75,32.08,51.26,38.95,47.36,44.37,66.89,60.55
0,39.75,19.68,47.43,25.74,57.03,46.13,88.14,49.51
0,29.51,16.12,41.64,18.23,46.34,20.24,52.66,35.53
0,29.72,17.24,38.71,22.05,49.04,27.74,51.81,36.22
1,29.33,20.22,37.35,20.56,42.25,28.93,65.9,43.24
0,24.63,13.55,33.65,18.31,42.38,27.66,43.77,34.2
1,27.53,20.8,32.92,23.59,36.19,37.03,78.6,57.65
1,30.71,26.69,41.52,34.15,49.18,50.49,80.44,56.51
0,29.77,22.68,40.59,29.53,43.46,39.54,66.34,60.53
1,41.29,30.72,62.43,48.87,86.02,64.56,135.44,74.33
0,37.54,26.38,50.33,30.99,59.68,39.98,110.89,54.19
1,32.89,25.55,35.8,32.02,51.85,34.79,63.7,48.54
0,30.86,19.34,43.16,32.74,51.19,35.4,71.56,59.61
0,36.19,26.03,44.94,29.89,53.1,31.49,75.04,44.29
1,39.62,29.85,55.27,40.33,55.14,44.41,76.67,50.5
1,31.54,21.77,48.15,27.55,51.46,35.38,52.64,47.1
0,37.89,26.1,45.89,37.64,50.74,34.83,88.35,49.11
1,37.05,28.23,48.66,39.02,63.25,52.72,84.82,63.15
0,40.22,21.95,45.75,30.61,97.34,40.05,84.81,50.44
1,62.55,31.38,85.17,52.44,104.58,49.41,127.93,65.65
0,48.95,41.3,76.44,55.25,96.59,56.66,109.43,59.58
1,36.28,33.69,65.97,54.26,79.44,68.32,111.54,93.45
1,50.73,37.73,70.92,40.8,80.73,49.75,94.18,61.28
0,35.81,25.66,45.87,41.92,44.45,49.6,79.38,64.75
0,36.72,27.1,35.66,28.84,40.02,49.19,63.24,64.81
1,49.51,31.64,64.88,49.63,66.71,56.57,92.8,75.82
0,37.91,28.1,63.02,38.56,66.75,47.24,100.54,57.12
1,31.99,28.41,49.64,37.04,46.86,39.64,67.2,73.12
1,33.87,27.44,37.71,31.78,41.8,40.27,65.11,42.33
1,28.73,26.83,42,35.78,37.73,27.24,76.59,64.74
1,33.85,29.43,36.69,34.76,49.76,39.67,85.41,54.61
0,35.8,26.48,46.26,40.48,61.48,45.01,106.15,57.23
0,33.28,24.26,38.63,32.21,52.15,38.75,100.74,51.58
0,37.46,27.63,45.5,28,66.67,40.48,100.85,58.42
1,45.9,40.76,46.97,51.72,68.71,56.91,119.55,65.53
1,36.84,30.67,47.33,42.96,59.96,52.55,102.48,67.19
1,39.08,22.89,47.45,30.82,52.2,45.01,66.18,64.41
1,31.39,22.78,34.45,37.09,50.47,46.42,74.45,66.56
0,44.3,24.66,73.46,34.61,88.75,50.24,103.19,64.52
1,37.58,25.2,57.16,44.84,55.39,35.87,72.18,71.61
0,32.68,22.61,39.51,30.06,52.19,43.94,90.09,53.8
0,24.61,22.1,41.28,40.15,40.18,35.06,70.56,45.55
1,33.13,19.34,39.57,24.93,38.41,20.86,50.92,32.17
1,37.22,32.83,44.32,33.56,45.29,50.4,59.41,53.11
1,83.61,47.78,104.3,45.57,106.78,41.08,126.73,57.95
0,34.95,34.81,45.27,39.77,47.66,50.43,58.77,53.22
1,24.48,16.25,33.31,21.25,39.32,28.93,52.96,48.54
1,39.79,30.85,59.39,36.78,70.48,55.71,101.87,81.82
0,36.55,23.71,51.13,34.73,65.31,35.21,104.77,61.33
1,29.72,18.46,36.37,26.99,45.03,30.3,71.62,39.24
1,37.17,23.84,52.84,32.21,64.27,34.87,83.49,32.74
1,25.65,24.74,42.44,38.24,41.69,42.23,59.39,61.07
0,58.02,29.57,86.77,31.42,101,48.71,143.85,56.59
0,39.56,22.49,44.09,29.28,51.64,38.64,93.04,63.93
1,30.95,25.26,38.38,27.95,47.91,36.76,87.96,54.4
1,27.58,22.67,38.23,30.16,41.36,32.22,56.36,56.09
1,37.13,23.44,41.79,32.06,41.69,38.6,74.1,52.59
0,41,29.36,77.15,30.2,88.83,39.54,94.63,58.3
0,23.77,16.45,38.3,25.39,36.15,24.39,50.98,46.28
0,43.8,27.07,51.41,28.13,61.08,35.89,87.02,48.56
1,31.67,26.38,42.18,37.26,38.81,34.46,47.95,48.76
1,35.59,20.95,49.29,35.93,58.73,51.15,77.36,43.75
0,26.31,17.58,30.82,25.69,36.29,26.34,68.89,50.91
1,24.24,15.15,27.86,17.53,28.97,21.01,46.67,35.99
0,32.92,18.85,38.72,27.67,45.55,42.44,57.45,52.28
1,22.17,16.23,30.48,21.85,37.08,26.34,65.06,49.13
0,26.74,14.93,36.69,17.96,45.89,17.46,60.21,33.27
1,25.3,13.18,37.98,23.66,40.4,26.08,53.32,53.08
0,30.95,22.52,51.19,31.76,58.1,40.56,95.68,61.6
1,33.12,31.07,53.05,48.65,64.46,47.17,119.5,54.46
1,27.93,17.06,34.77,27.24,35.26,28.12,68.84,47.27
1,31.67,21,57.38,40.41,61.89,37.39,98.6,68.22
0,32.18,25.2,46.81,29.3,51.02,32.73,88.45,37.5
1,33.55,26.25,38.91,35.83,41.57,41.38,57.55,55.03
1,26.32,26.01,44.66,33.08,57.76,44.29,79.52,65.24
1,33.01,22.31,42.37,38.12,52.85,47.53,89.66,74.22
0,32.78,23.48,44.69,32.33,52.08,39.97,67.61,56.09
1,26.54,17.98,32.64,23.63,40.33,29.7,57.51,45.28
1,30.62,23.99,43.22,28.71,51.25,45.8,99.19,66.94
1,32.26,24.87,43.2,39.52,51.09,40.14,75.91,49.79
1,32.02,25.61,49.99,38.45,60.49,33.3,91.24,46.64
0,33.71,28.34,41.19,29.57,39.62,27.76,57.51,50.83
0,31.64,21.11,44.79,36.06,48.33,31.34,64.06,47.75
1,25.34,17.19,39.49,28.92,45.89,30.44,56.81,37.8
1,26.12,12.68,26.85,17.73,24.52,27.71,50.32,53.04
0,25.1,18.46,36.66,20.56,49.86,26.6,86.47,37.39
0,26.14,17.84,36.91,27.23,37.31,29.38,56.66,37.25
0,40.72,27.89,59.54,42.13,65.93,36.62,92.6,54.31
1,40.18,27.11,60.04,45.46,54.32,46.94,81.27,66.5
1,32.75,20.58,46.62,33.25,57.91,45.29,73.96,57.22
1,29.45,19.77,37.63,26.96,34,22.05,42.97,32.24
1,27.73,16.21,38.13,28.31,37.31,31.62,50.1,47.1
1,31.44,23.03,50.04,41.69,53.13,42.98,92.07,61.67
1,34.11,20.41,59.19,30.42,64.08,35.17,82.9,41.28
1,25.43,12.41,32.73,19.08,32.04,20.11,44.12,30.94
1,38.68,26.55,47.61,37.76,57.74,42.33,75.26,51.06
1,39.89,20.94,44.26,22.85,46.83,16.85,65,36.4
1,40.53,28.11,74.24,40.2,75.61,46.39,87.93,48.3
0,28.79,24.67,37.74,35.77,43.26,42.32,65.2,52.7
0,24.66,20.12,46.19,26.86,46.95,40.63,75.75,55.21
0,38.17,23.54,49.63,36.6,56.4,35.16,91.06,55.48
0,29.52,19.34,37.73,26.91,46.64,31.91,65.22,47.66
0,31.02,22.08,43.36,33.02,37.78,27.03,62.51,54.53
0,38.75,24.13,45.89,36.52,52.03,34.93,76.25,42.75
0,35.43,18.74,40.29,27.96,49.37,43.01,68.55,66.3
0,49.19,32.27,89.14,41.2,104.58,67.48,128.16,70.67
0,42.96,27.89,51.74,36.59,49.87,37.74,71.21,50.36
0,34.18,21.82,47.76,40.48,63.75,42.9,91.15,57.99
0,32.42,20.71,41.26,26.72,44.02,26.89,61,43.17
0,37.98,24.11,49.81,39.52,57.45,38.66,108.23,72.29
0,39.35,23.41,48.45,43.53,53.22,56.85,88.71,65.34
0,43.82,33.21,81.01,57.1,105.68,62.14,118.5,68.01
0,39.28,23.88,58.01,33.71,58.8,40.93,80.14,56.41
1,31.49,19.24,42.16,28.69,39.85,31.29,66.87,57.33
1,26.62,22.11,33.19,30.37,45.06,29.54,54.61,48.43
1,26.37,18.08,39.22,28.33,46.41,36.43,60.95,48.69
1,38.35,30,59.43,36.21,65.77,49.01,104.48,68.1
0,28.49,19.19,36.79,29.93,36.15,23.62,58.9,42.39
1,32.65,29.14,41.04,28.68,45.21,33.65,63.68,54.26
1,38.82,28.35,54.98,36.25,64.59,40.42,107.99,55.31
1,34.63,29.38,34.99,36.84,42.47,38.15,65.25,54.97
1,32.13,25.62,44.71,37.98,45.25,37.69,65.98,51.01
0,33.15,23.17,52.28,41.56,48.76,60.73,77.37,62.22
0,34.58,25.83,43.3,21.88,49.26,26.57,88.38,37.45
0,32.81,19.07,37.7,26.21,48.97,31.14,56.92,41.58
0,38.21,25.25,39.22,34.14,37.47,40.16,50.46,57.36
0,29.84,22.26,37.98,24.52,42.52,33.33,74.86,42.34
0,51.18,25.55,65.76,35.53,68.44,41.55,87.82,49.46
0,39.44,28.74,58.47,27.72,66.29,37.19,98.44,73.63
0,32.56,18.19,42.46,26.87,46.37,28.94,60.64,43.75
1,43.09,23.96,65.98,25.95,64.04,25.54,79.39,48.65
1,39.31,27.92,47.28,34.27,57.3,53.44,76.74,63.38
0,35.97,22.73,46.7,42.77,59.71,48.7,100.77,68.79
0,44.9,31.17,35.7,31.44,49.94,42.75,89.25,60.1
0,33.54,26.6,42.09,27.56,43.86,41.38,65.9,56.12
1,28.03,27.86,41.3,34.26,56.67,57.77,85.77,74.44
0,44.29,48.48,51.67,54.08,56.82,73.5,78.22,74.3
1,47.51,32.46,66.51,49.55,110.43,50.59,143.57,65.3
1,45.69,34.96,67.66,56.07,81.37,67.26,105.66,105.7
0,34.44,23.5,40.4,31.82,43.4,56.14,74.31,62.5
1,33.78,25,38.82,33.72,49.02,48.1,74.89,60.86
1,43.47,29.17,48.25,39.76,50.98,49.7,68.39,67.49
0,29.77,20.33,35.72,23.81,38.4,32.04,49.69,47.91
1,42.73,28.02,54.94,34,54.29,42.94,84.4,65.24
0,48.87,19.65,55.18,34.4,62.63,38.03,77,53.02
0,37.89,28.58,45.59,33.34,50.63,51.24,88.86,59.15
0,34.8,27.53,50.79,36.46,57.38,50.34,88.61,58.14
0,39.28,29.57,51.76,40.07,70.7,54.09,109.15,81.31
1,35.49,33.59,44.94,39.91,55.35,45.83,67.32,74.31
0,45.31,29.33,53.99,48.26,67.24,53.66,88.24,78.34
0,34.35,41.88,54.84,62.13,61.01,71.12,104.4,99.39
0,26.47,24.19,40.09,34.71,45.41,47.98,63.79,54.99
0,53.95,44.56,76.86,47.71,88.97,67.52,115.31,73.48
1,31.27,29.25,40.32,46.42,49.79,59.37,86.52,67.87
1,38.28,25.91,47.99,44.61,51.39,58.98,75.75,68.85
1,38.58,28.26,57.88,42.13,56.17,45.04,89,78.34
0,23.8,21.99,34.22,41.87,30.97,45.37,58.13,48.68
0,28.56,17.09,38.87,21.81,36.13,29.7,66.19,43.8
1,32.79,17.61,39.15,26.34,44.85,29.7,43.38,33.57
0,37.53,26.17,59.36,28.42,64.71,45.25,88.49,62.65
0,26.1,12.23,31.91,14.7,34.75,15.69,41.42,21.83
1,27.54,21.2,48.25,29.49,50.33,39.57,70.57,57.99
1,32.46,16.76,36.57,20.52,36.27,25.71,49.16,38.75
1,30.79,15.64,35.77,20.84,36.21,26.75,57.12,30.28
0,25.42,13.83,30.59,21.75,33.87,18.91,43.4,27.08
1,35.79,21.99,43.07,28.84,47.57,37.25,62.4,45.64
1,34.03,20.83,47,35.49,50.68,38.01,89.04,59.25
0,32.51,18.89,40.27,26.04,52.06,24.82,88.76,48.53
1,24.09,12.9,40.13,25.63,45,29.36,65.97,45.6
1,24.89,12.49,26.69,18.46,30.59,26.72,42.38,31.07
0,30.33,24,39.44,42.48,41.37,43.09,66.1,56.33
1,27.96,22.87,32.78,34.79,31.01,47.98,46.33,58.74
0,27.6,14.38,30.68,19.18,32.04,29.58,47.79,43.2
1,36.1,29.5,41.08,35.25,49.38,44.44,66.49,46.93
1,33.3,21.73,38.34,28.73,55.53,34.43,75.93,56.77
0,25.4,11.81,33.62,20.1,43.02,23.27,49.14,27.32
1,24.98,18.44,28.97,26.83,29.58,28.12,51.94,40.72
0,33.91,22.69,30.15,27.65,35.05,32.18,53.67,47.03
0,26.81,15.34,34.52,24.8,43.69,23.73,57.76,33.27
1,26.69,18.28,27.04,22.67,31.84,33.29,60.44,59
1,23.16,13.81,33.37,16.7,38.8,25.71,36.75,38.72
1,24.28,13.02,27.42,17.83,28.97,22.33,34.99,20.97
1,25.8,16.09,31.39,19.9,33.55,26.14,46.48,42.02
0,31.11,19.92,35.73,24.44,41.03,34.11,59.09,45.9
0,24.74,22.53,28.38,29.28,36.05,41.17,76.55,57.49
0,35.82,19.32,45.4,41.01,46.24,43.84,77.68,64.15
0,27.01,12.1,27.37,15.01,29.74,15.85,30.96,22.93
0,27.14,18.23,39.03,27.38,39.78,39.16,77.21,60.06
1,30.06,26.6,50.74,31.42,53.61,37.69,90.58,50.57
1,26.48,20.9,33.7,30.12,37.32,39.8,43.25,45.7
0,33.81,31.29,50.61,44.31,52.96,60.6,70.35,67.75
0,28.97,14.72,30.65,21.59,36.25,20.11,37.94,20.99
1,34.85,26.21,40.99,30.84,45.74,42.08,68.84,63.43
1,29.78,20.32,45.81,30.19,51.27,29.22,64.46,48.47
1,21.59,17.4,27.45,24.97,29.81,30.82,50.77,50.84
0,34.89,20.66,44.28,31.43,52.79,37.69,89.41,68.03
0,43.94,21.41,42.84,30.45,44.4,26.01,92.58,34.95
1,25.15,19.85,31.98,27.99,42.66,44.2,66.48,46.81
1,33.44,18.23,54.08,30.05,52.53,32.73,50.86,49.45
1,34.78,23.93,40.57,26.11,44.88,32.18,74.77,59.89
0,61.59,35.77,76.14,43.1,88.71,55.9,110.17,81.65
1,33.19,26.08,49.34,32.75,56.29,52.08,106.55,60.77
1,29.3,22.96,38.16,29.81,48.31,37.89,72.74,50.12
1,25.99,18.85,35.76,25.21,31.87,30.88,51.08,53.58
0,33.27,25.45,48.17,31.46,52.25,35.81,60.86,56.16
0,27.5,18.57,37.97,26.48,36.21,36.54,64.75,57.42
1,36.18,34.15,40.37,49,50.73,55.51,87.77,80.64
0,25.83,20.25,45.06,30.79,55.44,38.44,87.67,48.07
0,38.36,29.45,49.02,41.81,49.76,36.75,65.9,75.06
1,35.91,23.05,41.22,36.88,47.31,31.82,66.63,57.94
1,26.58,19.25,29.26,20.18,27.92,28.12,54.4,41.38
0,26.76,25.31,39.24,28.06,40.08,41.94,58.03,57.13
0,56.16,31.14,64.29,42.55,83.9,44.77,107.38,57.53
1,26.92,20.1,42.56,29.68,49.76,41.88,76.42,48.26
0,29.43,21.65,33.31,24.17,31.86,34.42,57,54.3
0,50.69,36.89,61.67,49.67,61.57,54.13,106.37,92.44
1,44.08,34.15,47.99,45.9,48.25,44.08,65.73,73.26
0,36,26.96,47.53,36.22,47.32,42.32,73.81,54.48
1,27.23,12.22,31.58,21.66,42.38,26.46,43.13,35.29
0,32.9,20.73,46.2,27.78,45.14,29.95,52.56,60.02
0,29.16,27.5,39.85,31.77,48.37,37.01,95.06,60.97
0,34.29,25.69,45.08,31,49.5,48.1,69.73,63.37
1,30.79,27.48,42.07,39.68,48.52,45.43,65.64,59.62
0,45.08,26.12,45.4,32.51,66.06,38.81,102.23,54.03
0,29.57,18.06,36.73,25.24,39.84,26.36,65.27,42.45
0,68.58,29.88,73.26,41.56,89.22,48.27,111.57,59.36
1,39.78,27.39,38.83,32.3,48.74,37.25,57.79,49.58
1,46.82,39.89,48.58,40.4,51.54,47.16,75.45,55.77
1,51.04,43.38,50.66,39.35,48.08,61.51,95.93,80.76
1,33.65,29.01,40.8,39.09,40.16,49.95,67.3,55.51
0,39.87,29.23,44.21,46.01,50.54,42.77,82.3,67.57
0,25.6,23.71,38.18,23.02,38.39,35.5,48.39,32.4
1,34.18,43.27,50.62,44.64,47.8,51.56,69.47,62.21
0,44.42,32.54,50.75,40.49,47.23,47.81,98.6,70.04
1,27.92,15.45,32.82,26.17,42.65,38.77,51.48,59.84
1,43.17,29.4,51.01,38.25,48.28,41.95,87.11,59.49
0,34.88,30.31,42.97,29.68,47.48,53.44,76.36,52.51
1,26.52,28.78,36.51,36.19,40.1,49.22,54.11,57.49
0,40.58,29.49,57.19,29.92,69.18,48.95,78.95,49.16
0,36.38,20.85,40.45,23.98,47.32,29.5,66.96,39.69
1,25.88,13.72,34.08,33.08,30.38,28.97,63.6,53.23
0,51.65,32.05,54.49,37.02,67.24,39.94,76.7,52.96
1,32.67,21.25,37.46,26.41,41.45,39.84,65.76,45.03
1,32.3,42.31,41.45,43.99,46.18,49.66,73.11,62.92
1,30.52,27.26,32.91,33.19,39.49,51.49,48.46,54.31
1,39.27,22.07,38.68,29.72,43.6,35.47,60.24,53.98
0,75.77,25.08,100.34,27.86,105.34,29.69,119.93,54.65
0,45.14,31.69,57.34,39.84,67.37,42.58,95.85,78.87
0,33.13,25.69,47.29,34.28,42.51,43.95,85.73,64.31
0,35.08,27.17,42.8,37.47,46.07,46.1,66.53,52.24
0,24.99,18.87,43.08,29.65,52.54,31.81,59.15,47.74
1,29.03,20.02,33.77,22.36,51.21,36.73,67.76,52.05
0,44.07,36.68,46.79,42.25,53.29,56.24,71.47,96.61
1,28.83,20.44,40.81,23.95,47.78,26.12,67.74,38.98
0,65.87,34.31,74.75,48.3,111.11,50.82,145.03,69.66
1,34.88,18.08,42.85,31.64,53.56,43.3,66.28,42.14
1,33.07,21.63,42.2,40.75,55.72,55.15,92.56,73.94
1,42.25,37.9,54.39,41.92,64.23,48.31,116.8,67.67
0,33.58,20.66,38.91,28.08,50.13,45.72,93.84,62.21
1,44.51,36.54,51.03,53.6,58.37,55.92,76.73,75.47
0,28.3,19.94,33.9,26.58,33.34,24.07,75.54,45.27
0,52.13,49.6,54.19,74.38,62.03,75.86,107.09,92.9
0,40.38,38.89,44.84,34.39,53.65,47.17,70.77,62.94
0,29.57,27.07,39.25,28.75,51.38,38.58,74.74,45.62
1,34.41,31.17,46.27,34.14,51.12,52.28,105.6,78.85
1,48.29,46.83,64.44,52.86,81.56,66.16,107,87.79
1,32.56,33.13,42.57,31.44,50.23,38.11,118.56,48.08
0,37.58,23.13,39.68,27.21,57.41,29.88,75.41,48.19
1,45.51,33.27,48.84,53.08,57.19,60.54,88.44,101.42
1,27.08,19.35,43.9,26.46,50.73,33.54,76.02,59.5
0,36.25,29.04,42.66,35.67,43.53,54.15,61,76.93
0,43.16,43.42,51.07,53.34,49.89,62.32,84.94,101.91
1,36.13,22.11,48.52,40.33,44.02,43.71,64.46,67.69
1,39.95,27.58,56.75,39.23,79.5,64.56,91.27,60.74
0,30.87,23.34,46.66,27.28,54.66,40.35,68.84,56.8
0,49.38,33.83,53.74,55.96,72.51,59.69,97.94,95.88
1,29.04,24.56,47.15,35.16,64.48,44.26,103.45,64.81
0,44.01,46.09,61.54,50.6,65.3,68.29,117.03,123.49
0,33.56,18.13,43.8,33.06,54.62,29.25,68.7,52.43
1,30.39,27.93,48.42,41.87,49.44,46.42,65.74,62.38
0,34.56,22.88,63.08,36.35,69.53,52.26,126.52,80.05
1,31.73,29.63,42.17,35.33,37.63,39.54,67.2,70.52
1,43.11,29.88,50.08,48.41,58.89,51.15,88.69,86.62
0,27.01,23.76,44.81,41.93,49.49,51.13,81.21,64.22
1,33.94,23.58,43.42,37.7,48.25,36.05,64.59,50.32
0,34.58,22.99,41.39,28.46,51.46,37.82,78.26,54.28
0,35.31,24.59,42.22,39.2,48.25,40.11,83.38,65.57
0,53.23,49.67,89.44,82.48,101,76.63,129.2,106.56
0,27.05,20.81,42.93,25.24,46.02,29.16,51.79,33.27
0,34.09,27.51,43.12,41.2,51.26,43.72,61.6,63.65
1,27.54,21.64,40.92,34.52,37.04,41.94,62.47,44.3
1,35.08,37.3,45.99,50.74,46.71,70.79,75.01,104.33
0,26.71,16.72,33.55,28.91,38.51,32.41,62.67,58.22
0,33.38,27.48,43.37,33.38,49.94,50.2,76.68,60.92
0,25.93,22.57,42.2,30.24,44.08,37.19,67,58.32
0,26.47,17.15,28.72,21.56,33.61,21.1,56.52,40.55
1,27.63,20.69,42.52,30.67,46.75,28.99,64.58,50.08
0,66.61,48.73,108.6,60.32,106.78,54.47,131.1,87
1,35.61,39.24,54.87,57.37,65.31,54.13,97.85,70.13
1,42.12,23.88,45.7,35.35,50.66,41.64,76.46,67.81
0,42.66,34.17,50.43,45.38,58.27,58.35,88.92,88.92
1,37.46,31.46,45.89,38.96,51.97,41.55,87.41,52.32
0,33.47,20.77,41.23,29.46,48.6,44.74,51.44,49.18
1,27.74,32.47,37.91,34.16,41.42,40.11,77.35,65.98
1,43.74,25.32,56.36,34.71,61.57,46.05,118.57,64.31
1,24.24,13.56,25.27,21.13,28.43,21.81,44.27,32.56
1,39.18,41.59,49.41,50.11,59.23,71.37,88.73,99.5
0,35.42,29.87,44.74,34.95,57.24,48.35,75.61,66.95
1,36.04,29.51,46.11,44.7,48.86,43.16,74.88,60.38
1,34.72,22.23,41.35,36.91,45.8,41.64,57,65.51
1,43.84,40.17,66.32,52.85,80.16,61.1,105.91,82.13
0,40.04,28.95,45.22,39.59,52.79,40.71,75.94,47.9
1,39.58,31.86,51.56,39.51,74.77,55.88,137.37,61.44
1,28.68,20.01,34.98,25.68,33.96,28.48,57.93,44.42
0,40.92,30.18,49.53,45.9,52.97,56.57,91.13,70.83
