CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,Reading,ESCS,gender,immig2
USA,75,2319,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-3.4531,-1.5227,-3.0191,475.27,-0.0456,1,0
USA,75,2318,1,1,1,1,1,1,3,1,1,1,1,3,4,4,4,2,2,2,3,1,3,4,3,2,-0.2945,1.1676,0.395,556.97,-0.4435,0,1
USA,75,2328,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,-1.6827,-2.4098,-1.9702,458.69,0.6116,0,0
USA,75,2308,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,-0.8077,-0.2743,0.1036,446.26,0.1998,0,0
USA,75,2307,1,1,1,2,1,1,1,1,2,1,1,3,2,2,3,3,3,,4,3,4,3,4,3,-0.0411,1.9347,0.3684,345.17,0.2353,0,0
USA,75,2325,1,1,1,2,1,2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,419.49,,0,1
USA,75,2322,1,1,1,2,2,1,1,2,2,1,1,2,2,3,2,1,1,1,1,1,1,2,1,1,-2.0532,-1.5227,-0.9276,501.9,-0.4672,0,0
USA,75,2305,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,3,2,4,3,3,2,3,4,3,-0.0411,0.8778,0.9843,399.76,-0.5815,0,0
USA,75,2301,2,1,1,2,1,1,2,2,2,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,-2.0532,-2.4098,-0.9276,486.51,-0.7337,0,0
USA,75,2314,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,332.34,-0.639,0,0
USA,75,2326,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,444.34,0.0477,0,0
USA,75,2313,1,1,1,2,1,1,1,1,2,2,1,4,4,4,4,3,4,4,3,4,4,4,4,4,2.504,1.9347,1.7893,496.21,-0.1407,0,0
USA,75,2315,1,3,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,451.95,0.0058,0,0
USA,75,2327,2,1,1,2,1,2,2,2,1,2,2,1,3,3,4,1,3,1,2,1,2,3,3,3,-0.2945,0.6034,-1.3817,464.7,1.1931,0,0
USA,75,2331,1,1,2,2,1,2,2,2,1,3,1,3,2,3,1,3,2,3,2,2,2,2,2,2,-1.0786,-0.6208,0.6832,483.22,1.3613,0,0
USA,75,2300,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,323.04,-0.8131,0,1
USA,75,2321,1,1,1,1,1,1,1,1,1,3,2,4,4,4,4,3,3,3,3,2,3,3,3,4,0.4861,1.1676,1.3297,377.64,-2.0434,0,1
USA,76,2368,2,2,1,2,2,2,3,2,2,2,2,2,4,3,4,1,3,1,3,4,4,4,4,4,1.6056,1.9347,-0.9276,482.42,-0.1952,1,0
USA,76,2344,2,2,2,1,3,1,4,2,1,4,2,3,3,4,3,3,2,3,1,3,3,4,1,1,-0.2945,-0.2743,0.9843,504.35,0.6908,1,0
USA,76,2361,2,1,3,2,1,2,,2,2,3,2,2,4,3,4,1,4,4,3,4,4,4,4,4,2.504,1.9347,0.1036,540.73,1.2459,1,0
USA,76,2354,1,3,3,2,3,1,4,2,1,3,4,3,4,4,3,3,3,3,3,4,3,4,4,3,1.1341,1.1676,0.9843,455.81,1.4532,1,0
USA,76,2345,2,2,3,1,3,1,3,2,2,3,3,2,3,3,2,4,4,3,2,3,2,4,2,3,0.7826,-0.2743,0.6832,445.64,0.1593,1,1
USA,76,2355,1,4,3,1,3,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,410.77,0.5971,1,0
USA,76,2343,1,4,4,1,3,1,4,1,1,4,3,4,4,4,3,4,4,4,2,4,3,4,2,4,2.504,0.3277,2.6934,602.37,0.0537,1,0
USA,76,2359,2,3,2,2,3,2,4,2,2,3,3,3,2,3,3,2,2,3,3,2,2,3,2,2,-0.8077,0.3277,0.395,423.95,-0.3536,1,0
USA,76,2358,2,2,2,1,2,2,3,2,1,3,3,4,4,4,3,3,3,4,2,2,2,4,2,1,-0.0411,0.0385,1.7893,408.86,-0.1143,1,0
USA,76,2349,1,3,4,1,3,1,4,1,1,4,3,2,4,3,4,2,1,3,1,4,3,4,2,2,0.2159,0.3277,0.1036,568.45,-0.5755,1,0
USA,76,2363,1,3,3,1,3,1,4,2,1,3,4,2,3,4,4,3,4,4,3,4,4,4,4,4,1.6056,1.9347,0.9843,549.94,1.6908,1,0
USA,76,2350,2,2,2,1,1,2,1,1,2,3,2,4,4,4,2,4,2,3,1,2,,2,1,2,-0.5485,-1.2881,1.7893,477.42,-0.7886,1,0
USA,76,2362,2,2,2,1,1,2,2,2,1,1,1,1,3,3,2,1,3,4,1,2,1,2,2,1,-0.8077,-1.0185,-0.2055,366.2,-1.013,1,0
USA,76,2348,1,3,3,2,3,1,3,2,1,3,4,3,3,3,2,1,1,2,1,1,1,2,1,3,-1.0786,-1.5227,-0.2055,501.09,0.5365,1,0
USA,76,2370,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,3,2,4,4,4,3,3,0.7826,0.6034,0.395,498.23,0.6318,1,0
USA,76,2364,1,2,2,2,3,2,3,2,2,3,3,4,4,3,3,2,2,3,2,3,3,4,2,2,0.2159,0.3277,0.6832,452.71,-0.5428,1,1
USA,76,2356,2,3,3,2,3,1,3,2,2,3,4,2,3,2,2,3,2,3,2,2,2,3,2,3,-0.2945,-0.2743,0.1036,555.74,-0.6352,1,0
USA,76,2357,1,4,4,1,4,1,4,1,1,4,4,3,3,2,3,2,2,3,1,2,1,4,2,2,-0.2945,-0.6208,0.1036,506.25,-0.2819,1,0
USA,76,2352,1,2,2,1,1,2,2,2,1,2,2,4,3,4,2,2,2,3,2,2,2,3,2,4,-0.0411,-0.2743,0.9843,441.67,0.2913,1,0
USA,76,2336,2,3,3,2,3,1,3,2,2,3,2,4,4,4,2,3,4,4,1,4,2,3,1,4,1.6056,-1.0185,1.7893,473.28,-0.0328,1,0
USA,76,2360,2,2,3,2,2,2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,575.57,0.6908,0,0
USA,76,2353,1,2,2,1,1,2,3,2,1,2,1,2,3,3,4,4,4,3,2,2,2,3,4,2,-0.0411,0.8778,0.6832,454.36,0.1345,0,1
USA,76,2334,1,2,2,2,2,2,2,1,1,2,2,2,3,3,4,4,4,4,4,4,4,3,4,,0.8426,2.7571,0.9843,434.24,-0.5753,0,0
USA,76,2367,2,1,1,1,2,2,2,2,1,2,1,3,4,4,2,2,4,3,1,3,1,3,2,3,0.7826,-1.0185,0.6832,523.78,-0.4435,0,0
USA,76,2351,1,4,3,1,4,1,4,1,1,3,3,3,4,,3,3,3,3,4,2,3,3,4,4,0.4861,1.4986,0.7879,498.29,-0.5755,0,0
USA,76,2333,2,3,3,2,3,1,4,2,1,4,3,4,4,4,4,3,4,4,2,3,2,4,2,4,1.6056,0.3277,1.7893,467.59,0.9453,0,0
USA,76,2365,2,2,3,2,1,2,2,1,1,1,1,3,3,4,2,3,1,2,2,2,2,2,2,3,-0.8077,-0.2743,0.6832,415.24,-0.3096,0,1
USA,76,2335,2,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,-0.2945,0.8778,0.6832,498.45,1.5297,0,0
USA,76,2341,2,3,3,1,2,2,4,2,1,4,3,2,3,3,1,1,3,2,3,4,1,4,2,3,0.7826,-0.6208,-0.5436,557.05,0.5893,0,0
USA,76,2340,1,1,1,1,3,1,1,1,1,1,1,4,4,4,3,3,1,2,1,1,2,4,3,4,-0.0411,0.0385,0.9843,423.57,-0.7337,0,0
USA,76,2339,1,4,3,1,4,1,4,1,1,3,3,3,3,3,3,1,1,1,3,3,3,4,4,3,-0.0411,1.1676,-0.5436,582.63,-0.3638,0,0
USA,76,2338,2,2,2,1,1,2,2,1,1,2,1,2,4,3,3,3,3,4,3,3,3,3,3,2,0.2159,0.8778,0.6832,497.09,0.8191,0,0
USA,76,2347,2,1,1,2,1,2,1,2,,1,1,3,4,3,3,1,3,2,3,2,3,1,3,2,-0.5485,0.8778,-0.2055,484.42,-0.5489,0,0
USA,76,2342,2,1,2,2,1,1,4,1,1,3,1,4,4,3,4,3,3,4,4,4,4,2,3,1,-0.0411,1.9347,1.3297,377.32,0.7637,0,0
USA,76,2346,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,1,3,2,2,-0.5485,-0.6208,-0.9276,502.14,-0.236,0,0
USA,76,2337,2,1,1,2,2,1,4,1,1,1,1,4,4,4,2,1,1,4,3,2,1,4,3,4,0.2159,0.0385,0.9843,601.06,0.8942,0,0
USA,76,2369,2,2,2,2,2,2,3,2,2,4,2,4,4,4,3,2,3,3,2,2,1,4,3,2,0.2159,0.0385,0.9843,515.53,0.1887,0,0
USA,76,2366,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,3,-0.0411,0.6034,0.1036,344.13,0.0177,0,0
USA,77,2400,1,2,2,2,2,2,3,2,2,2,2,1,3,1,3,1,3,1,2,2,2,3,2,1,-0.5485,0.0385,-3.0191,489.09,-0.1143,1,1
USA,77,2377,1,3,3,1,3,1,3,2,1,3,4,4,4,4,3,4,4,2,3,3,4,3,3,3,0.7826,1.1676,1.3297,350.55,0.3162,1,1
USA,77,2371,1,3,3,2,3,1,3,1,1,3,3,1,3,2,3,2,3,3,2,3,3,4,2,3,0.4861,0.3277,-0.5436,546.61,-0.0378,1,1
USA,77,2387,1,3,3,2,3,1,4,2,1,4,2,3,3,4,4,4,3,3,3,2,3,4,3,3,0.2159,1.1676,1.3297,502.68,1.122,1,1
USA,77,2388,2,2,3,2,1,2,3,2,2,3,2,2,1,4,3,3,4,4,2,2,2,2,2,2,-0.8077,0.0385,0.9843,375.97,,1,1
USA,77,2391,2,2,3,2,3,2,4,2,2,3,2,3,3,3,3,3,4,3,2,3,2,3,2,2,0.2159,0.0385,0.6832,537.31,-0.7339,1,0
USA,77,2386,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,1,2,2,3,3,3,2,2,-0.8077,0.3277,-0.2055,515.39,-0.3268,1,1
USA,77,2395,2,1,3,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,497.36,-2.983,1,0
USA,77,2397,2,2,2,2,3,2,3,2,2,3,1,1,2,2,2,1,2,2,3,3,2,2,2,2,-0.8077,0.0385,-1.3817,534.45,-0.3268,1,1
USA,77,2380,1,3,1,1,3,1,4,1,1,1,1,3,3,3,3,2,3,2,3,3,3,3,3,3,0.2159,0.8778,0.1036,502.2,-0.8534,1,1
USA,77,2381,2,2,3,2,3,2,2,2,2,3,3,2,3,2,3,1,3,3,2,2,3,3,2,3,-0.0411,0.3277,-0.5436,441.59,-1.0216,1,1
USA,77,2372,1,1,1,2,3,2,2,1,2,2,2,3,4,4,2,2,3,2,1,3,2,3,2,2,0.2159,-0.6208,0.395,472.17,0.1065,1,1
USA,77,2390,1,3,4,2,3,1,4,2,1,4,4,2,3,2,3,2,3,2,1,3,3,3,2,2,-0.0411,0.0385,-0.5436,513.96,-1.1033,1,1
USA,77,2401,1,3,3,1,4,1,4,2,1,3,2,3,3,4,2,1,3,3,2,4,3,4,3,3,0.7826,0.3277,0.395,585.45,-0.0351,1,1
USA,77,2383,2,1,1,2,1,1,3,2,2,1,1,3,3,4,3,3,3,4,2,3,2,3,2,3,0.2159,0.0385,1.3297,454.14,0.1747,1,1
USA,77,2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.22,,1,
USA,77,2378,2,2,1,2,1,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,1,3,-1.0786,-2.4098,-3.0191,524.58,0.8333,0,1
USA,77,2394,2,2,3,2,3,2,3,2,1,3,3,2,3,2,3,1,2,1,3,4,2,3,3,2,-0.0411,0.6034,-1.3817,602.51,1.2145,0,1
USA,77,2392,1,1,1,2,1,1,2,1,2,3,1,3,2,4,2,3,3,3,2,2,3,4,2,2,-0.2945,0.0385,0.9843,367.14,-0.5225,0,1
USA,77,2384,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2,2,3,-0.2945,0.3277,-0.2055,541.9,0.4532,0,1
USA,77,2389,2,2,2,1,2,1,2,2,2,3,1,3,3,3,3,1,2,1,2,2,2,3,3,4,-0.0411,0.3277,-0.5436,528.43,0.9548,0,1
USA,77,2406,2,2,2,2,3,2,2,1,2,2,2,2,3,3,3,2,3,3,2,4,3,2,2,2,-0.0411,0.3277,0.1036,423.01,-0.9655,0,1
USA,77,2405,1,3,2,2,2,1,4,2,2,3,2,2,1,2,3,1,2,2,3,3,2,4,2,3,-0.2945,0.3277,-0.9276,424.62,0.0112,0,1
USA,77,2396,1,1,1,2,1,2,1,2,2,2,1,3,3,4,1,2,3,3,3,2,2,3,2,2,-0.2945,-0.2743,0.6832,438.16,-0.1407,0,0
USA,77,2404,2,1,1,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,1,2,2,4,1,2,-0.0411,-1.0185,-0.5436,482.02,-0.0378,0,1
USA,77,2393,2,1,1,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,-0.5485,0.3277,-0.5436,410.43,0.147,0,1
USA,77,2399,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,1,1,2,1,2,2,3,1,4,-0.2945,-0.6208,-0.9276,547.51,-1.8383,0,1
USA,77,2379,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,3,1,2,2,2,-0.8077,-1.0185,-0.9276,563.79,-0.4435,0,1
USA,77,2402,1,1,2,2,1,2,3,1,2,2,1,2,3,3,3,1,1,1,1,3,1,4,1,2,-0.2945,-1.0185,-0.9276,574.53,-1.2292,0,1
USA,77,2374,2,1,2,2,3,2,4,2,2,3,1,4,3,3,3,2,2,2,2,2,3,4,3,2,-0.2945,0.6034,0.395,593.69,-0.4977,0,0
USA,77,2403,2,1,2,2,3,2,3,2,2,2,2,2,4,4,3,2,2,3,1,4,3,4,1,4,1.1341,-0.2743,0.395,327.29,-0.9124,0,1
USA,77,2375,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,4,3,3,3,3,4,3,4,1.6056,1.1676,0.395,521.94,-0.759,0,1
USA,77,2382,2,1,2,2,1,2,3,1,2,2,2,4,4,4,3,2,3,4,2,2,3,4,2,3,0.4861,0.3277,1.3297,320.48,-0.5473,0,1
USA,77,2385,1,1,1,2,1,2,2,2,1,1,1,2,4,3,2,1,2,1,1,1,1,3,2,2,-0.5485,-1.0185,-0.9276,429.03,-1.5885,0,0
USA,77,2376,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,-1.0786,-0.6208,-0.2055,407.94,0.1128,0,0
USA,77,2398,2,1,2,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,575.09,-1.2789,0,1
USA,78,2420,1,4,3,2,4,1,4,2,1,4,4,3,3,3,4,4,3,2,4,3,3,3,3,2,-0.0411,1.4986,0.6832,439.28,-0.0713,1,
USA,78,2418,2,1,1,1,1,2,1,2,2,3,2,2,2,3,3,2,2,4,1,4,3,3,1,2,-0.2945,-0.2743,0.395,399.88,0.8957,1,1
USA,78,2437,2,2,1,2,2,1,3,2,1,3,2,4,4,3,3,4,4,4,4,,3,4,4,4,2.228,1.4986,1.7893,482.82,0.2719,1,0
USA,78,2411,2,3,1,2,3,2,3,2,2,2,3,2,3,3,2,1,3,1,2,2,2,3,2,3,-0.0411,-0.2743,-0.9276,467.09,1.3869,1,0
USA,78,2430,1,4,3,1,4,1,4,1,1,4,4,3,4,4,3,3,4,4,1,4,3,4,2,4,2.504,0.0385,1.3297,549.79,-0.2587,1,0
USA,78,2442,1,1,1,1,1,2,2,1,1,2,2,2,2,4,2,2,2,3,1,2,1,3,1,1,-1.0786,-1.5227,0.395,418.07,0.2929,1,1
USA,78,2434,2,2,1,2,2,2,1,1,1,1,1,4,4,3,4,4,4,3,3,3,4,4,4,4,1.6056,1.9347,1.3297,370.98,0.7971,0,0
USA,78,2414,1,2,3,2,1,2,3,2,2,2,2,2,3,3,2,1,3,1,1,2,3,3,1,3,-0.0411,-0.6208,-0.9276,348.94,0.1998,0,0
USA,78,2425,2,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,534.85,0.2989,0,0
USA,78,2407,1,4,4,1,4,1,4,1,1,4,4,4,4,4,4,2,4,2,4,2,1,3,4,4,0.7826,1.1676,0.6832,608.2,0.5165,0,1
USA,78,2429,1,2,1,1,1,1,4,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,480.09,0.7922,0,0
USA,78,2440,2,1,1,2,2,2,,,,,2,2,2,3,4,2,2,2,2,2,2,3,2,2,-0.8077,0.3277,-0.2055,465.5,2.1924,0,0
USA,78,2441,1,1,2,2,,1,2,2,1,,,1,3,3,1,2,4,1,2,1,,1,2,,-0.8626,-0.7124,-0.9276,356.23,1.2538,0,0
USA,78,2433,2,2,1,2,1,2,1,1,2,4,1,3,4,4,2,3,2,4,1,2,1,4,2,3,0.2159,-1.0185,1.3297,477.45,0.0441,0,0
USA,78,2444,2,3,3,2,3,1,3,2,1,3,3,3,3,3,2,2,2,2,2,3,3,4,2,3,0.2159,0.0385,0.1036,562.58,-1.2708,0,0
USA,78,2447,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,-0.8077,-0.2743,-0.5436,433.92,0.3511,0,1
USA,78,2413,2,3,3,1,3,1,2,2,2,4,3,2,4,4,3,2,4,2,3,3,3,4,3,2,0.7826,0.8778,0.1036,528.27,-0.8748,0,
USA,78,2415,2,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,331.14,-0.4736,0,1
USA,78,2424,2,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,4,1,2,3,3,4,3,2,0.2159,0.0385,-0.5436,514.64,0.5165,0,0
USA,78,2448,2,1,1,2,1,2,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,378.2,0.9548,0,0
USA,78,2408,1,2,3,1,2,2,3,2,1,3,1,3,3,4,3,2,2,,4,3,3,3,2,2,-0.2945,0.8778,0.7412,415.48,-0.2601,0,0
USA,78,2409,2,3,1,2,2,2,3,2,2,3,1,2,2,2,2,1,3,1,1,1,1,1,1,1,-1.6827,-1.5227,-1.3817,551.68,0.8069,0,1
USA,78,2443,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,4,3,2,3,-0.0411,0.8778,-0.5436,400.12,-0.2791,1,0
USA,78,2432,2,2,2,1,3,1,2,2,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2,2,-0.2945,-0.2743,-0.2055,410.35,-0.4667,0,1
USA,78,2426,2,2,2,1,2,1,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,342.85,0.4109,0,1
USA,78,2421,2,2,1,2,1,2,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,-2.0532,-2.4098,-1.9702,402.09,0.4309,0,0
USA,78,2445,2,2,3,2,3,2,1,2,2,3,1,3,3,1,2,2,2,,2,1,1,1,3,3,-1.0786,-0.2743,-0.4768,392.23,0.5215,0,1
USA,78,2412,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,1,2,3,2,3,1,3,2,1,-0.5485,-0.6208,-0.2055,414.43,0.284,0,1
USA,78,2422,2,2,2,2,1,2,2,2,2,2,3,4,4,4,4,3,3,1,1,2,1,4,1,3,0.4861,-0.6208,0.6832,531.56,0.0871,0,1
USA,78,2416,2,3,3,2,3,1,3,2,2,3,3,3,2,3,2,3,3,3,2,3,2,4,2,2,-0.0411,-0.2743,0.6832,488.99,0.6021,0,1
USA,78,2436,2,2,1,2,1,2,3,2,2,3,1,2,3,2,2,1,3,1,1,3,1,3,1,2,-0.0411,-1.5227,-1.3817,396.64,-0.2071,0,0
USA,78,2410,2,3,3,2,2,2,3,2,2,1,1,3,3,4,3,2,3,2,3,3,2,2,2,3,-0.0411,0.3277,0.395,534.12,0.9748,0,1
USA,78,2423,2,1,2,1,2,2,1,1,1,2,2,4,3,2,1,2,2,3,1,,1,3,1,2,-0.4636,-2.4098,0.395,431.43,1.1597,0,1
USA,78,2427,1,3,2,1,2,2,4,2,2,1,2,2,4,3,3,2,3,2,2,2,3,4,3,2,0.2159,0.6034,-0.2055,462.29,0.6052,0,1
USA,78,2417,2,3,2,2,2,2,1,2,2,3,2,2,4,3,3,2,3,2,3,2,3,2,3,3,-0.0411,0.8778,-0.2055,389.5,1.4235,0,0
USA,78,2431,1,2,1,1,2,1,1,1,1,1,1,2,4,3,3,1,2,2,1,4,2,4,2,4,1.1341,-0.2743,-0.5436,621.03,0.9548,0,1
USA,78,2438,2,1,1,2,1,2,1,1,2,2,1,4,4,4,3,2,4,4,1,3,2,4,2,4,1.6056,-0.2743,1.3297,543.82,0.2948,0,1
USA,78,2435,1,4,2,2,4,1,4,2,1,2,1,4,4,4,1,1,2,4,1,4,1,4,1,2,0.4861,-2.4098,0.9843,578.46,0.5319,0,1
USA,78,2446,1,1,1,2,1,2,1,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.395,308.45,-0.0462,0,1
USA,78,2428,1,1,1,2,1,2,2,2,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.9843,303.24,-0.1671,0,1
USA,78,2439,2,2,1,2,3,1,3,2,2,2,3,4,4,4,2,1,3,2,1,3,2,4,2,3,0.7826,-0.6208,0.395,518.72,0.2642,1,1
USA,78,2419,2,1,1,2,1,1,1,2,2,1,1,3,2,4,1,3,2,3,1,2,1,2,1,1,-1.3664,-2.4098,0.9843,435.12,-0.0258,0,1
USA,79,2476,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,-1.6827,-1.5227,-1.3817,551.61,-0.0248,1,0
USA,79,2461,1,2,4,1,1,1,3,1,1,4,4,3,3,4,,4,4,4,4,4,4,4,3,4,1.6056,1.8033,1.7893,500.29,0.551,1,0
USA,79,2473,2,3,1,1,3,1,4,2,1,2,2,2,4,3,4,1,2,3,1,3,4,3,2,2,-0.0411,0.6034,-0.2055,543.35,-1.3992,1,0
USA,79,2453,2,2,1,2,2,2,2,2,2,1,2,3,2,3,3,3,3,3,4,2,3,4,2,3,-0.0411,0.8778,0.6832,359.69,0.1019,1,0
USA,79,2464,2,1,2,2,1,1,2,2,2,2,1,3,3,2,2,1,1,1,2,2,2,2,2,2,-1.0786,-0.2743,-0.9276,441.91,-0.6175,1,0
USA,79,2468,2,3,3,2,3,2,3,2,1,3,3,2,2,3,2,3,4,4,1,3,1,4,2,4,0.7826,-1.0185,0.6832,604.68,0.7571,1,0
USA,79,2471,1,2,2,2,1,1,1,2,1,3,1,2,2,3,2,2,1,4,2,1,4,3,1,2,-1.3664,0.0385,0.395,485.36,1.0284,1,0
USA,79,2456,2,4,2,2,4,1,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,577.03,0.2089,1,0
USA,79,2479,2,4,3,2,3,1,4,2,1,3,4,2,2,2,2,1,1,1,2,3,3,3,2,2,-0.8077,0.0385,-1.3817,537.79,-0.7227,1,0
USA,79,2452,1,4,4,1,4,1,4,1,1,4,3,4,4,3,3,2,3,3,3,3,3,3,3,3,0.4861,0.8778,0.6832,532.07,-0.6159,1,0
USA,79,2462,2,2,3,2,3,1,3,2,2,2,3,3,3,3,2,1,2,1,1,2,1,2,1,3,-0.5485,-1.5227,-0.5436,462.48,-1.2202,1,1
USA,79,2449,1,4,3,2,4,1,4,1,2,3,4,3,2,2,4,1,4,3,3,4,3,4,3,4,1.1341,1.1676,-0.2055,520.87,0.5319,1,0
USA,79,2475,2,3,3,1,2,1,3,2,1,3,2,2,3,4,3,2,3,4,2,2,1,3,4,4,0.2159,0.3277,0.6832,499.89,-0.3255,0,0
USA,79,2470,2,2,2,2,3,2,2,2,1,3,3,3,3,3,3,2,2,2,1,1,2,2,1,2,-1.0786,-0.6208,0.1036,475.6,0.4796,0,0
USA,79,2465,1,1,2,2,2,2,1,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,305.49,-0.9655,0,0
USA,79,2457,2,2,2,1,2,1,3,2,2,2,2,1,2,3,2,2,3,2,2,2,2,3,1,2,-0.5485,-0.6208,-0.5436,509.83,1.0041,0,0
USA,79,2481,2,2,2,1,3,2,3,2,1,2,2,2,3,4,3,1,3,3,1,3,1,3,1,2,-0.0411,-1.0185,0.1036,658.7,0.3767,0,0
USA,79,2460,1,4,4,1,3,1,4,2,2,3,4,2,3,4,3,2,3,4,3,2,1,2,3,4,-0.0411,0.3277,0.6832,600.34,-0.2323,0,0
USA,79,2478,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,1.3297,398.72,-1.0811,0,0
USA,79,2450,2,2,1,2,1,2,3,2,2,2,2,2,2,3,3,1,2,1,1,1,3,2,3,4,-0.8077,0.3277,-0.9276,591.28,-1.5125,0,0
USA,79,2472,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,1,3,2,2,3,1,4,1,2,-0.0411,-1.0185,-0.5436,682.03,0.9108,0,0
USA,79,2469,2,1,1,2,3,1,1,2,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,2.504,1.9347,2.6934,454.6,0.5345,0,0
USA,79,2463,2,3,3,1,3,1,2,2,2,4,4,2,3,2,3,1,3,2,2,3,3,3,2,3,0.2159,0.3277,-0.9276,542.7,-0.2103,0,0
USA,79,2451,2,1,1,2,1,,1,2,2,2,2,2,2,2,1,1,,,,,,,,,-1.1167,-1.911,-1.0106,420.69,-0.5423,0,0
USA,79,2454,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,4,2,3,-0.2945,-0.2743,-0.5436,641.55,0.9125,0,0
USA,79,2467,2,2,3,2,3,1,2,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,1.7893,507.19,1.06,0,0
USA,79,2480,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,420.77,1.6085,0,0
USA,79,2458,2,1,3,2,2,2,3,2,2,3,2,1,4,4,2,1,3,1,1,4,1,4,1,4,1.6056,-1.5227,-0.9276,560.9,-1.0216,0,0
