scigrade6,understand,workhard,challenge,choice,makemeth,ownexp,scigrade10,ses,sciach,certsci
3,4,4,4,1,1,1,2,0.641,19.77,0
4,3,3,2,1,1,1,4,-0.747,22.13,0
5,3,5,5,1,1,1,4,0.277,15.91,0
4,2,5,3,1,1,1,5,-0.465,14.03,0
5,6,6,6,1,5,1,7,0.278,26.76,0
4,4,6,6,1,1,1,8,-0.121,24.3,0
3,3,5,3,1,1,1,6,-0.751,15.28,0
3,5,5,6,1,1,3,6,0.966,21.36,0
4,6,6,6,1,2,2,5,1.533,30.08,0
2,4,6,3,1,1,1,5,0.565,22.69,0
3,5,6,5,4,3,3,8,-0.126,16.33,0
2,5,6,6,1,2,1,4,1.222,22.12,0
5,2,6,6,1,3,2,6,0.809,29.52,0
3,5,6,5,1,1,1,5,0.167,20.16,0
5,6,5,6,1,1,1,5,1.061,28.93,0
5,5,6,6,3,3,1,8,1.171,33.1,0
4,2,3,6,1,1,1,3,-0.021,22.48,0
4,5,6,6,4,3,1,3,1.035,24.69,0
5,6,6,6,3,3,1,7,0.7,30.17,0
5,6,2,3,1,1,1,4,1.361,19.01,0
5,6,6,6,4,5,5,8,1.494,27.33,0
3,6,6,6,1,1,1,4,-0.459,26.69,0
4,6,6,6,1,1,3,7,1.451,29.68,0
4,4,5,4,1,1,1,5,-0.422,24.84,0
2,3,2,2,2,1,1,4,-0.042,33.33,0
5,6,5,6,1,1,1,7,1.073,33.18,0
4,4,5,6,1,3,3,4,-0.55,27.52,0
2,5,6,5,4,4,4,5,1.287,17.37,0
4,6,6,6,3,2,1,5,0.594,20,0
4,6,6,6,1,1,1,7,1.239,16.83,0
5,2,2,3,1,1,1,5,-0.158,27.49,1
5,4,6,6,1,1,1,8,0.375,19.85,1
5,6,5,6,1,2,2,7,-0.292,22.86,1
4,6,6,6,1,1,1,6,-0.379,15.9,1
3,5,3,6,1,1,1,3,0.261,17.52,0
5,5,6,3,1,1,1,8,0.367,31.19,0
5,4,5,5,1,1,2,8,-0.204,33.78,0
3,3,3,3,1,1,1,5,-0.462,18.61,1
3,5,5,3,1,1,1,1,-1.775,14.94,1
4,6,6,6,1,1,3,6,-1.482,15.28,0
5,5,6,6,2,1,1,6,0.719,11.92,0
2,6,5,5,3,1,1,1,-0.544,10.73,1
4,6,6,5,2,1,1,8,-1.056,21.57,0
5,6,5,5,2,2,1,8,0.295,25.9,1
4,3,5,6,1,1,1,5,0.233,17.02,0
4,5,4,6,1,1,1,5,0.347,24.09,0
4,3,3,2,1,1,1,2,-0.126,20.84,0
3,3,6,5,1,1,1,5,0.061,18.11,0
5,4,3,3,1,1,1,8,-0.759,24.26,1
2,4,6,6,1,1,2,2,-0.107,16.4,0
3,4,6,5,1,1,1,6,-0.626,23.66,0
3,3,5,5,4,1,1,5,-0.704,16.81,0
4,4,4,5,2,1,1,5,0.417,18.54,0
5,4,6,3,1,1,1,6,-0.934,20.56,0
5,4,5,4,1,1,2,8,-0.657,20.03,0
5,4,4,3,2,1,2,8,-0.354,27.98,0
5,3,3,3,1,2,1,6,0.132,30.22,1
3,2,3,4,1,1,2,7,-0.139,22.2,1
4,2,5,6,1,1,1,4,0.137,20.12,1
4,4,6,4,1,1,1,8,-0.361,19.97,1
3,4,3,5,1,1,1,2,-0.46,17.47,1
2,4,6,6,1,1,1,4,-1.099,17.2,1
4,3,5,3,1,1,1,7,-0.155,15.97,1
5,3,6,4,1,1,1,7,-0.121,22.17,1
3,2,3,4,1,1,1,4,-0.377,19.76,0
5,4,5,4,1,1,1,8,-0.374,34.18,1
1,3,4,3,1,1,1,2,-0.683,13.76,0
4,4,5,6,1,1,1,6,-0.81,21.68,1
5,5,6,6,2,1,1,5,-1.789,25.33,0
5,2,6,3,1,1,1,8,0.362,30.59,1
3,3,6,2,1,1,1,4,-0.841,18.94,1
5,4,6,6,1,1,2,7,0.093,27.66,1
5,5,6,6,1,3,1,8,1.4,34.2,0
4,6,6,5,1,1,1,7,0.972,21.54,0
4,6,6,6,3,2,1,8,0.039,26.59,1
4,5,5,5,1,1,1,5,-0.204,15.31,0
3,6,6,6,3,3,3,7,-1.018,21.34,1
2,6,3,4,1,1,1,7,0.135,18.54,0
2,5,6,6,1,4,1,4,0.311,20.42,1
3,4,6,6,3,1,1,4,0.447,23.73,1
3,5,6,6,1,1,1,2,-0.254,16.83,1
4,6,5,5,1,2,1,6,-0.58,20.52,1
3,3,4,4,1,1,1,4,-0.69,11.45,0
4,3,2,2,1,1,1,5,-0.187,17.17,0
5,2,3,2,1,3,1,7,-0.579,17.94,1
5,4,5,4,2,1,1,5,-1.183,16.25,1
4,5,5,5,3,1,1,6,0.429,17.88,0
4,5,6,4,1,2,1,5,-0.505,25.59,0
5,3,6,6,1,1,1,8,-0.404,25.78,0
3,6,6,6,1,1,1,5,-0.593,14.23,0
4,6,3,5,1,5,2,3,-0.972,16.8,0
1,2,6,3,1,1,1,2,-0.87,11.01,1
4,2,6,6,1,1,1,5,-0.193,20.19,1
4,4,6,5,1,1,1,8,-0.042,19.45,1
3,2,5,3,1,1,1,7,-0.877,20.15,1
5,4,4,3,1,1,1,5,-0.769,17.94,0
4,5,6,5,1,1,1,4,-0.155,18.91,0
5,5,6,4,1,1,1,7,-0.494,29.95,0
3,3,5,5,1,1,1,3,-0.55,12.75,0
3,3,5,5,1,1,1,5,-0.704,21.36,0
4,4,4,3,1,1,1,7,-0.177,17.37,0
3,4,5,4,1,1,1,4,-0.035,14.84,0
3,2,2,2,1,1,1,6,-0.229,11.81,0
3,5,5,4,1,1,3,4,-0.297,18.68,0
4,2,5,6,1,1,1,3,-0.395,22.94,1
5,2,2,2,1,1,1,8,0.862,27.22,0
4,5,6,6,1,3,2,6,-0.549,21.86,1
4,3,5,6,1,1,1,3,-0.241,18.05,0
4,2,4,2,1,1,2,4,-0.488,16.88,0
4,5,4,6,2,3,4,1,-0.665,27.09,0
4,3,6,6,1,1,1,7,0.733,26.19,0
3,5,6,5,3,1,1,4,0.081,25.77,1
3,3,6,5,1,1,1,8,-0.931,25.76,0
4,6,6,6,1,1,1,7,-0.12,17.17,1
3,3,6,6,1,1,1,4,-0.479,13.13,1
1,4,6,5,1,1,1,6,1.01,20.88,1
4,5,6,5,1,3,1,2,-0.578,28.89,1
4,5,5,4,1,1,1,5,1.217,17.99,1
3,6,6,3,2,1,2,7,-0.12,26.77,1
2,5,6,6,3,3,1,4,-0.224,12.58,1
3,3,6,3,1,1,1,2,-0.116,17.99,0
5,6,6,6,4,2,1,5,-1.276,17.32,0
3,2,5,5,3,3,3,4,-0.258,16.04,0
5,4,5,4,2,1,1,8,-0.431,33.22,0
3,4,6,4,1,2,1,4,-0.967,13.21,0
3,4,3,3,1,1,1,4,-0.791,19.49,0
4,5,5,4,1,1,1,6,-0.381,26.66,0
4,2,5,6,1,1,1,7,1.299,20.65,0
4,4,4,6,1,2,1,5,-0.355,25.19,0
1,4,3,6,1,1,1,2,-1.423,13.74,1
4,5,3,4,1,1,1,5,-0.099,22.31,0
5,3,3,3,3,1,1,8,0.775,21.43,1
4,6,5,6,1,1,1,6,-0.184,16.56,1
5,6,4,4,1,1,1,7,0.097,28.36,1
5,4,4,4,2,1,1,8,0.699,22.69,0
3,2,6,3,1,1,1,6,-0.63,14.47,0
2,3,3,3,1,1,1,4,-0.117,20.31,0
2,6,6,5,1,1,1,7,-0.966,21.58,1
3,4,6,6,1,1,1,5,0.097,23.64,1
4,5,6,3,1,1,1,7,-0.486,16.78,0
4,2,6,5,1,1,1,5,0.75,19.39,1
3,6,6,5,1,2,1,8,-1.043,18.3,0
5,2,6,6,1,1,1,7,-0.978,12.31,0
5,6,6,6,1,1,1,8,-0.2,21.68,1
4,6,6,2,1,5,1,5,-0.392,15.24,1
3,3,3,6,1,1,1,5,0.552,16.47,0
3,2,2,2,1,1,1,3,-1.074,12.45,0
4,3,4,3,2,1,1,4,0.861,28.57,0
4,6,6,6,4,3,3,7,0.521,21.32,0
5,2,6,6,1,1,1,4,0.678,22.33,0
5,4,6,4,2,1,2,7,0.683,29.05,0
4,4,6,3,1,1,3,6,-0.685,19.74,0
4,4,5,5,2,1,1,5,-0.288,19.24,0
2,4,5,6,4,3,2,3,-0.503,12.64,0
4,5,5,6,2,4,2,5,0.061,22.49,0
5,3,2,4,1,1,1,7,1.234,26.49,1
3,6,6,6,2,3,1,5,-0.042,13.22,1
5,3,6,4,1,1,1,7,-0.422,16.83,1
5,3,5,5,1,1,1,7,-0.395,19.55,1
4,4,4,6,1,1,1,8,1.628,24.86,1
5,3,5,5,1,1,1,6,0.835,21.53,1
4,5,3,3,1,1,1,5,-0.021,17.87,0
4,4,6,5,1,1,3,4,-0.422,23.61,1
2,5,3,3,3,2,4,5,0.961,25.01,1
5,6,6,5,1,1,1,8,0.519,26.67,1
4,4,5,4,1,1,1,7,0.897,22.41,1
4,3,5,5,1,1,1,5,-0.135,22.01,1
5,6,5,5,1,1,1,8,1.478,34.07,0
5,5,5,5,1,1,1,7,0.482,24.66,1
4,6,6,6,4,4,4,5,0.411,11.24,1
3,4,6,6,1,1,1,7,0.135,31.11,1
3,6,6,6,1,3,2,7,0.114,29,0
4,6,6,6,1,3,3,5,0.555,21.99,1
3,5,5,5,1,1,1,6,0.301,17.72,1
5,3,4,5,1,1,1,7,1.532,24.25,0
2,2,6,6,4,1,1,5,-0.043,14.28,1
4,6,5,6,1,3,1,7,0.553,27.1,1
3,5,5,6,1,1,1,3,0,23.7,1
3,6,6,6,5,1,1,7,-1.228,17.4,0
4,2,3,2,1,1,1,5,-0.72,20.71,0
5,4,5,5,1,1,1,8,-0.251,29.52,0
5,5,6,5,3,1,3,7,-0.241,25.01,0
3,6,6,3,1,1,1,8,0.305,22.43,1
5,4,6,5,2,1,1,8,-1.056,17.56,1
2,2,6,3,1,1,1,8,-0.251,16.9,0
3,2,6,2,1,1,1,4,-0.466,19.53,1
2,3,5,5,1,1,1,4,-0.438,17.75,1
4,4,6,6,2,1,1,4,-1.073,19.73,0
1,2,4,3,1,1,1,1,-0.477,15.14,1
3,4,6,6,1,1,1,5,-0.305,23.57,1
3,4,5,6,2,2,2,6,-0.063,16.19,0
3,5,6,6,4,1,1,5,-1.189,19.57,0
3,6,6,6,3,2,1,8,0.034,18.13,0
4,6,6,6,5,1,1,8,-1.668,12.56,1
3,2,6,6,1,1,1,7,0.427,23.39,0
5,2,6,4,1,1,1,4,-0.21,16.76,0
4,6,6,5,3,2,1,5,0.484,15.29,0
3,5,6,4,1,1,1,5,-0.735,23.27,0
5,3,5,4,1,1,1,8,-0.277,26.95,0
3,2,6,5,1,1,1,7,-0.655,18.84,0
2,5,2,2,1,1,1,1,-0.521,22.99,0
3,6,6,5,3,2,1,5,-1.076,17.11,0
4,6,6,6,1,1,5,3,-0.119,11.82,0
4,6,6,6,5,1,3,8,-0.743,28.06,0
3,6,6,6,1,1,1,7,-0.126,26.1,0
4,4,6,6,1,1,1,6,0.184,27.1,0
5,4,6,6,1,1,1,8,0.899,26.2,1
5,5,6,6,1,1,1,7,1.716,17.68,1
4,2,3,6,1,1,1,3,0.531,10.97,1
4,4,6,6,1,1,1,8,0.31,28.13,1
4,5,6,6,1,1,1,8,0.946,24.34,1
5,6,6,6,1,1,1,7,1,26.04,1
5,6,5,5,3,1,1,6,-1.105,22.71,1
5,4,5,6,1,1,1,6,1.373,22.82,0
5,5,6,6,2,2,1,6,-0.244,22.15,1
4,6,6,6,1,3,4,5,-0.251,18.22,1
3,2,5,5,1,2,2,6,-1.096,14.53,1
4,3,2,3,1,1,1,2,0.496,10.74,1
3,2,5,4,1,1,1,5,-0.204,13.24,1
4,2,4,4,1,1,1,6,-0.837,24.18,1
5,3,6,5,1,1,1,7,-0.855,16.29,1
2,5,5,5,1,1,1,2,0.178,16.79,1
3,4,5,6,1,2,1,4,1.656,31.57,1
4,3,4,4,1,1,1,8,-0.219,28.07,1
1,5,6,6,1,2,1,2,-0.475,16.67,1
4,5,6,6,1,3,2,8,-0.064,26.85,1
4,3,4,4,1,1,1,6,0.014,24.34,1
5,5,3,3,3,3,2,8,0.905,33.37,1
2,3,6,6,1,1,1,4,-0.716,17.45,1
4,5,5,5,1,2,1,4,0.314,17.32,1
5,3,4,6,1,1,1,7,0.666,22.91,1
3,4,6,6,1,1,1,3,-0.586,21.33,0
3,3,5,6,1,1,1,4,0.088,23.74,1
5,5,2,6,1,1,1,5,0.244,23.06,1
3,3,6,2,1,1,2,8,-0.423,20.69,0
4,5,6,6,1,1,1,6,-0.127,26.14,1
4,2,5,6,1,1,3,2,-0.355,17.84,0
3,4,6,5,1,2,1,3,-0.66,21.93,1
3,6,6,6,1,2,2,5,-0.905,24.36,0
5,5,6,5,2,2,1,5,0.558,25.5,0
5,5,6,5,1,1,1,7,0.317,21.61,1
5,3,4,4,1,1,1,7,1.461,25.4,1
5,5,6,6,1,1,4,7,0.155,31.69,1
5,4,6,6,1,1,1,8,0.182,30.86,1
5,1,1,1,1,4,4,8,0.989,23.85,0
5,3,3,4,1,1,1,7,0.367,28.8,1
3,5,5,5,1,1,1,5,1.144,22.21,0
5,6,6,6,5,2,2,8,-0.766,21.39,1
4,6,3,3,1,1,1,3,-0.63,24.71,1
4,6,5,5,1,1,1,6,0.681,26.74,1
4,4,6,4,1,1,1,6,-0.164,20.58,1
3,5,6,6,1,1,1,4,-2.056,15.03,0
3,6,6,4,1,1,1,3,-1.555,22.32,1
1,2,5,5,1,1,1,1,-1.468,12.61,1
5,6,4,6,1,5,1,3,-1.018,31.65,0
4,6,6,6,1,1,1,7,0.267,25.17,0
5,3,4,5,1,1,1,4,0.002,25.22,0
5,3,5,3,1,2,1,4,0.317,21.03,1
4,4,6,6,1,1,1,2,0.661,20.1,1
4,3,4,4,1,1,2,4,0.7,15.04,0
4,6,6,6,1,1,3,7,-0.83,22.98,1
5,6,5,4,1,1,1,8,0.562,28.34,1
4,3,6,5,1,1,2,6,0.219,22.44,1
5,6,5,6,1,1,1,7,0.939,31.45,0
5,6,6,6,1,1,2,8,0.083,32.23,1
5,5,5,6,2,1,1,5,-0.048,25.79,1
4,5,6,6,2,3,1,7,-0.043,14.11,1
2,3,5,5,1,1,1,5,-0.51,15.93,1
4,4,6,4,3,2,2,6,0.64,23.99,1
1,4,5,5,3,3,2,4,-0.487,17.13,1
5,6,5,6,1,1,2,7,-0.163,20.62,1
3,6,5,6,3,3,3,4,-0.45,18.4,1
3,6,6,4,1,1,1,5,-0.172,23.3,1
3,4,5,5,2,2,2,5,-0.292,16.2,1
4,4,5,5,1,1,1,8,-0.617,22.38,0
5,6,6,6,2,2,2,8,0,32.27,1
4,3,5,3,1,1,1,7,-0.889,25.12,1
4,6,6,6,1,1,1,7,-1.228,27.88,1
4,6,5,3,1,1,1,5,0.423,26.1,1
4,5,6,6,1,1,1,8,-0.516,27.58,1
3,2,6,6,1,1,1,5,-0.665,17.84,0
4,3,6,5,1,1,1,6,-1.311,13.72,0
4,5,6,6,1,1,2,5,0.305,25,0
3,5,3,6,1,2,1,6,0.298,17.82,0
4,3,3,3,1,1,1,7,1.386,21,0
3,3,5,5,1,2,1,3,0.771,10.34,0
3,3,4,5,1,1,1,6,-0.571,26.25,0
5,4,6,5,1,1,1,7,0.983,33.77,0
3,5,5,5,1,1,1,7,1.078,19.77,0
4,5,5,5,1,3,1,5,0.55,24.87,0
4,2,6,5,4,4,4,1,-1.254,13.38,0
4,5,6,6,1,4,1,6,-1.298,25.69,0
4,1,1,1,1,1,1,1,-0.429,17.42,0
5,5,6,5,2,1,1,2,-0.437,17.4,0
3,6,2,3,3,1,1,4,-1.043,27.82,0
3,6,5,6,1,1,1,5,-0.704,20.12,0
2,5,5,5,1,1,1,6,-1.573,15.41,0
4,5,5,4,1,1,3,2,-0.277,15.57,0
4,6,6,6,2,1,1,8,0.36,28.26,0
5,5,6,6,1,1,1,8,0.417,30.36,0
4,2,5,4,1,1,1,4,0.34,18.42,1
5,3,6,6,1,1,1,6,0.202,28.43,0
3,5,5,3,2,1,1,6,0.338,22.07,0
4,4,5,6,1,1,1,5,-0.093,23.02,0
3,3,5,2,1,1,1,5,0.339,22.19,0
3,2,4,3,1,1,1,7,-0.696,15.07,0
4,2,6,3,1,1,1,5,0.077,27.7,0
4,5,6,6,1,1,1,6,-0.469,23.95,1
2,6,6,4,1,1,1,7,-0.575,12.16,0
4,3,5,5,2,1,1,6,0.459,21.96,1
3,5,5,6,1,1,1,5,-0.431,12.68,1
5,6,6,5,1,1,1,6,-0.078,25.08,1
5,5,5,5,1,1,1,7,0.166,21.64,1
5,6,6,6,1,2,1,8,0.421,26.07,0
2,6,5,6,1,1,1,3,-0.733,23.64,0
4,5,6,6,3,1,1,7,0.791,26.47,0
5,5,5,5,1,1,1,4,-0.384,21.98,0
5,5,4,3,1,1,1,7,0.576,32.27,0
5,4,5,6,1,1,1,7,1.109,31.19,0
5,3,6,5,1,1,1,7,1.239,26.73,0
5,6,6,4,1,1,1,5,0.024,21.6,0
4,6,6,6,1,1,1,8,0.911,25.45,0
4,5,6,6,1,1,2,8,0.735,31.34,0
3,6,5,5,1,1,1,5,0.546,24.23,0
3,5,4,5,1,3,1,6,1.044,17.28,0
3,4,6,5,1,1,3,4,-1.144,21.58,0
2,2,2,2,1,1,1,5,0.409,18.31,0
4,5,6,6,3,5,2,8,-0.488,13.4,1
4,4,6,6,1,1,1,7,0.916,28.64,1
5,4,4,4,1,2,2,5,1.121,24.06,1
5,3,3,3,1,1,2,4,1.138,29.15,0
5,5,5,6,1,1,1,6,1.411,32.94,1
5,5,5,5,1,1,3,6,1.103,33.78,0
5,3,4,5,1,1,1,8,1.471,26.04,1
4,4,5,6,2,2,1,5,1.498,21.62,0
4,2,6,5,1,1,1,4,-1.335,21.65,0
4,1,1,1,4,4,4,7,0.197,19.75,0
3,6,6,6,1,1,1,4,-1.13,23.81,0
5,6,6,6,1,1,1,7,1.239,27.44,0
2,3,3,2,2,2,2,3,-0.399,18.14,0
4,6,5,5,1,1,1,6,-0.52,30.74,0
3,4,5,6,1,1,1,4,-0.873,18.89,0
4,6,6,6,3,4,3,6,-0.114,32.92,0
3,4,6,6,2,2,2,5,-1.288,23.26,0
3,6,6,6,1,1,1,4,-0.218,20.46,0
5,5,6,6,2,1,1,8,-0.463,28.88,0
4,5,6,5,2,4,2,7,0.313,27.86,0
3,2,5,6,1,1,1,6,-0.518,22.74,0
5,6,6,6,1,2,1,8,0.951,33.21,0
3,3,3,3,3,1,1,2,-1.102,21.37,0
5,5,3,5,2,1,1,6,1.342,30,0
3,5,5,6,1,1,1,4,0.689,23.06,0
3,6,6,6,1,1,1,5,1.617,24.18,0
5,5,4,4,1,1,1,7,1.365,31.47,0
4,6,6,6,1,2,2,7,1.2,30.9,0
3,3,5,6,1,1,1,3,0.164,16.16,0
5,4,6,6,1,1,1,8,0.361,26.98,0
4,5,5,5,1,1,1,6,1.163,27.8,0
3,5,5,6,1,1,1,7,0.349,27.97,0
3,4,6,6,1,1,1,4,1.365,23.16,0
5,3,5,5,1,4,2,6,0.455,29.94,0
5,6,6,6,1,2,2,8,0.449,17.73,0
4,5,5,5,1,1,1,6,0.999,25.74,1
3,6,6,5,1,1,1,6,-0.294,15.99,0
2,6,6,6,1,1,1,3,-0.839,15.66,1
4,2,6,6,1,1,2,8,0.801,25.97,1
5,5,6,5,3,1,1,8,0.155,22.55,1
4,3,5,5,1,1,1,4,-0.013,14.63,1
5,3,6,5,1,1,1,6,-0.699,21.55,1
4,6,6,4,1,1,1,8,-0.521,23.59,0
4,3,5,5,1,1,1,4,-0.22,17.7,1
5,3,4,4,1,1,1,8,0.656,26.83,1
4,4,6,4,1,1,3,7,-1.185,17.38,1
3,5,5,5,1,1,1,5,-0.748,19.27,0
2,6,6,6,1,1,1,3,-1.005,21.49,1
5,4,2,3,1,1,1,1,-1.159,19.91,1
4,5,5,5,2,3,1,8,-0.51,26.74,1
4,3,5,5,1,1,1,6,0.783,23.47,1
5,4,6,6,2,2,1,7,-0.103,28.34,1
5,5,4,3,1,1,1,8,0.325,31.86,0
3,5,5,5,1,1,1,7,-0.739,19.09,0
4,6,6,5,1,1,1,7,0.059,16.38,0
5,6,5,5,1,1,1,6,-0.676,18.35,0
4,3,4,5,1,1,1,7,0.598,24.3,0
3,5,3,6,3,1,1,6,-0.759,17.04,0
3,4,6,4,1,1,1,6,-0.667,18.74,0
3,6,6,5,1,1,1,5,-1.459,23.23,0
4,4,2,4,1,1,1,7,-0.452,28.58,0
5,6,5,6,1,1,1,4,0.541,24.59,1
3,3,5,2,2,1,1,6,-0.849,19.27,0
3,5,6,6,1,3,1,6,0.07,25.58,1
4,6,4,6,1,4,2,6,-0.818,31.71,0
4,3,6,6,1,1,1,8,-0.214,23.05,1
4,4,5,5,1,1,1,3,1.461,26.98,1
4,5,6,4,2,1,3,6,0.037,14.49,0
3,3,5,6,2,1,1,3,0.404,16.49,0
5,5,6,4,2,1,1,8,0.417,32.46,0
4,4,6,6,2,1,1,6,-0.914,23.27,1
5,5,6,6,1,1,1,8,1.318,32.36,0
5,4,6,6,1,1,1,8,-0.277,32.71,0
4,5,6,6,1,1,1,5,-0.06,24.13,0
4,5,5,5,2,1,1,7,-0.704,15.33,1
5,6,5,4,1,3,1,6,-0.876,31.51,0
5,6,6,5,1,2,1,8,-0.365,30.99,0
4,5,6,5,1,1,1,3,-0.399,15.71,1
5,4,6,5,1,1,2,8,1.573,27.49,1
4,4,5,5,1,1,1,8,-0.112,28.36,0
4,5,4,6,1,2,1,4,0.158,21.38,0
4,3,2,2,2,2,2,3,0.634,20.23,0
3,6,6,5,1,2,2,5,-0.63,15.69,0
5,2,4,4,1,1,1,5,0.237,30.62,0
3,3,4,5,1,1,1,6,-0.371,16.29,0
5,5,6,6,1,1,1,7,-0.233,22.68,0
5,4,6,5,1,1,1,7,-0.126,30.63,0
3,4,5,5,1,1,1,4,-0.294,18.95,0
5,5,6,6,1,1,1,5,-0.278,25.32,0
4,6,6,6,1,1,1,7,0.062,27.36,0
4,4,6,2,1,1,2,8,1.46,24.17,0
5,2,3,2,1,1,1,8,-0.658,21.44,0
5,2,5,2,1,1,1,5,-0.478,14.06,1
5,4,5,3,1,3,1,7,0.347,13.6,1
5,2,6,3,1,1,1,8,-0.348,33.22,1
3,2,5,5,1,1,1,5,-0.782,13.3,1
5,6,6,6,1,1,1,6,-1.712,17.13,1
4,2,3,2,1,1,1,7,0.261,15.82,1
4,2,5,3,1,1,1,7,-0.445,28.88,0
5,3,5,5,1,1,1,6,-0.188,19.71,0
5,4,5,3,1,1,1,8,0.122,21.63,1
4,2,4,3,1,1,1,8,0.033,19.72,1
5,4,3,3,1,1,1,8,0.428,21.38,0
5,6,6,6,1,1,1,4,0.184,11.6,1
5,3,6,2,2,2,1,5,-0.599,15.57,1
3,3,5,4,1,1,1,4,-0.278,26.85,1
4,5,6,6,1,1,1,7,0.207,29.16,1
5,5,5,5,2,1,1,8,-1.094,27.31,1
3,2,2,2,1,1,1,6,0.064,31.89,1
3,2,6,6,1,1,1,7,-0.996,15.55,1
4,2,6,2,1,1,1,6,-0.119,18.21,0
3,3,3,2,1,1,2,7,-0.227,29.19,1
3,5,5,5,1,4,1,8,0.618,23.76,1
5,2,4,2,1,1,1,8,-1.264,26.24,1
5,5,6,5,1,1,1,7,0.002,22.02,1
4,4,4,6,1,1,1,4,0.298,18.86,0
4,3,5,5,1,1,1,5,0.419,22.52,0
5,5,6,6,1,1,1,4,0.566,23.36,0
4,5,6,6,1,1,2,6,1.161,24.66,0
3,3,6,6,4,2,1,4,0.933,26.87,0
5,3,6,4,1,1,1,8,-0.139,29.52,0
3,3,6,6,1,1,1,3,-1.393,21.34,0
4,3,6,6,1,1,1,4,-0.308,15.61,0
5,4,2,5,3,3,2,6,1.406,34.18,0
4,3,6,5,1,1,1,5,0.261,23.05,0
3,4,6,5,1,1,1,6,-0.33,19.51,0
3,5,6,5,1,1,1,4,0.324,22.43,0
5,5,6,4,2,1,1,7,1.254,34.07,0
3,4,5,6,1,1,1,5,0.937,27.88,0
3,3,6,6,1,1,1,2,0.077,23.86,0
5,4,6,5,3,2,3,8,-0.483,26.54,1
4,6,5,5,2,2,1,3,-0.888,19.62,0
5,5,6,5,1,1,1,6,-0.127,25.72,1
5,6,6,6,1,1,1,7,0.114,32.5,0
4,2,5,2,1,1,1,5,-0.277,12.36,1
5,6,6,6,5,1,2,7,-0.268,23.51,1
5,5,5,6,1,2,2,5,0.904,27.45,1
3,3,5,3,1,1,1,1,-0.759,21.19,1
5,6,6,6,1,1,2,7,-0.406,23.51,0
3,5,6,6,3,2,2,7,-0.964,21.06,0
2,6,6,5,4,3,3,5,-0.302,21.41,0
2,6,6,3,2,1,2,8,-0.594,27.78,0
5,6,6,5,1,1,1,8,-0.631,30.74,0
2,5,4,4,1,1,1,2,-0.294,16.99,0
3,3,6,6,1,1,1,3,-0.875,19.84,1
5,5,6,6,4,1,1,6,-0.681,27.85,0
3,6,6,6,1,1,1,8,0.275,24.97,0
5,4,6,6,3,3,1,5,0.153,27.7,0
5,6,6,6,1,1,1,7,-0.736,31.12,0
4,6,6,6,1,1,1,4,-0.283,22.38,0
2,5,4,5,1,1,1,5,-1.025,13.81,0
5,6,6,6,1,2,1,6,0.222,19.51,0
4,3,5,6,2,1,2,5,0.676,20.05,0
3,6,6,5,2,1,1,6,-0.02,15.15,1
5,3,6,5,1,1,1,8,-0.397,21.87,0
3,5,4,3,2,1,1,3,-0.032,17.72,0
4,6,6,5,1,1,1,5,-0.089,32.1,0
3,5,4,5,1,2,1,2,-0.119,16.42,0
5,4,6,4,1,2,3,7,0.563,32.47,0
3,6,6,6,1,1,1,5,-0.769,25.4,0
2,1,1,1,1,1,1,3,-0.422,16.18,0
5,4,6,5,1,1,1,8,0.928,30.13,0
3,6,5,6,1,1,1,4,-0.566,27.52,0
4,5,5,5,2,2,2,5,-0.609,24.72,0
5,6,5,6,1,1,1,3,0.442,21.54,0
5,2,6,6,1,1,1,8,-0.175,32.23,0
5,5,6,6,1,1,1,6,-0.676,25.28,0
5,6,5,6,1,2,3,7,1.222,25,0
3,4,5,5,1,1,1,4,-0.238,15.98,0
5,5,6,6,1,3,1,5,-0.321,26.94,0
4,2,6,5,1,1,1,5,-0.063,20.82,0
5,5,5,6,1,1,1,6,-0.281,23.13,0
4,1,1,1,2,3,1,6,-1.18,23.27,0
5,6,6,4,3,3,4,8,-0.733,30.54,0
3,5,6,6,1,2,2,5,0.333,27.2,0
5,4,5,6,1,1,1,6,-0.418,29.98,0
4,3,6,5,1,1,1,7,-0.75,24.36,1
3,4,6,5,2,1,1,2,0.175,17.96,0
4,2,6,5,1,1,1,7,-0.242,18.68,1
4,4,6,5,1,1,2,7,0.26,29.58,0
4,2,6,6,1,1,1,4,-0.565,15.43,0
3,5,5,6,1,2,1,5,0.137,24.5,0
3,6,6,6,1,1,1,4,-0.51,16.06,1
2,4,6,5,1,1,1,5,-0.239,15.28,0
5,4,4,3,1,2,1,8,0.139,33.11,1
5,4,6,4,1,1,1,8,1.322,33.37,1
5,6,6,5,2,1,2,7,1.055,27.99,1
5,5,6,5,1,1,1,5,0.388,25.52,1
5,4,5,6,1,1,1,5,0.723,17.31,1
5,6,6,6,3,1,5,6,1.077,26.74,1
4,2,5,5,1,1,1,7,-0.038,23.94,1
4,5,6,6,4,3,3,7,-0.438,29.45,1
4,6,6,6,1,1,1,6,-0.064,23.18,1
3,2,5,4,2,1,1,4,-0.968,12.17,1
3,6,5,5,2,2,3,6,1.161,20.32,1
3,4,5,5,1,1,1,3,-0.741,14.45,1
4,3,3,6,1,1,1,4,0.041,12.07,1
4,6,6,6,1,3,3,5,1.4,27.88,0
5,6,3,5,1,1,1,8,0.715,34.18,0
