scigrade6,understand,workhard,challenge,choice,makemeth,ownexp,scigrade10,ses,sciach,certsci
2,3,6,5,1,1,1,7,-1.354,14.43,1
3,3,3,3,1,1,1,3,0.256,20.36,1
4,3,5,6,1,1,1,3,-0.092,19.53,1
5,3,3,3,1,1,1,7,-0.106,25.81,0
4,2,4,4,2,1,1,7,0.521,12.62,1
3,4,4,3,1,1,1,5,-0.388,21.94,1
4,4,4,5,2,1,1,8,-0.693,28.39,1
3,3,4,3,1,1,1,5,-0.615,12.63,1
3,4,6,4,1,1,1,5,0.114,16,1
5,4,6,5,2,1,2,8,0.16,22.92,1
4,5,5,6,1,1,1,6,-0.924,15.93,1
4,5,5,6,1,2,1,7,-0.432,24.49,1
5,4,4,4,1,1,1,6,0.256,20.78,1
4,5,5,5,1,1,1,7,-0.556,23.98,1
5,5,6,6,1,1,1,6,-0.741,19.43,0
5,4,6,6,1,1,1,7,0.314,18.76,0
4,5,5,5,1,3,1,5,-0.496,24.5,0
5,3,5,6,1,1,1,7,-1.641,17.28,1
5,2,6,5,1,1,1,5,0.299,19.56,0
5,5,6,6,1,1,1,6,-0.242,22.14,0
4,2,5,6,3,3,1,3,-0.699,23.06,0
3,4,5,4,3,1,1,6,-0.322,31,1
5,4,6,5,2,1,1,8,1.007,21.15,0
5,3,6,3,1,1,1,8,-0.812,33.37,0
3,4,6,5,1,1,1,3,-1.065,18.43,1
4,3,5,4,1,1,1,7,0.534,20.69,0
5,6,6,4,1,1,1,8,0.406,31.53,0
5,4,3,4,1,1,1,8,1.044,25.89,0
5,6,6,6,1,1,1,8,-0.451,29.52,0
5,3,4,6,1,1,1,5,0.422,29.36,1
5,6,6,6,3,1,1,5,0.46,20.02,1
4,6,6,6,1,1,1,5,-0.44,27.35,1
4,6,6,5,1,1,1,8,0.17,21.39,0
4,4,4,4,1,1,2,4,0.349,18.6,0
5,5,6,6,1,1,1,8,-1.232,28.42,0
4,5,3,5,1,1,1,6,-0.205,20.44,1
5,5,4,6,2,1,1,4,0.921,14.42,1
4,3,6,4,1,1,1,4,1.022,18.82,1
4,5,6,6,4,4,3,7,-0.161,16.84,0
3,2,4,3,1,1,1,2,0.439,16.18,0
4,6,5,6,2,2,2,7,0.433,23.31,0
5,6,6,6,1,1,1,5,0.747,31.87,0
4,3,4,4,1,2,1,7,-0.258,24.39,0
5,4,6,5,1,1,1,8,1.216,16.64,0
5,5,5,6,3,3,4,8,-0.748,19.57,0
5,2,3,6,4,1,1,8,0.77,27,0
3,6,6,6,1,1,1,4,-0.432,11.73,0
4,4,6,5,1,2,2,5,0.061,23.51,0
5,5,4,5,1,1,1,3,-0.614,16.45,1
5,5,5,5,5,3,5,7,-0.336,12.22,1
4,5,6,6,3,2,2,6,-1.315,16.39,0
3,3,4,4,1,2,1,6,-0.126,22.32,0
4,5,6,6,1,1,2,6,0.139,21.58,1
3,6,5,5,3,2,2,5,-0.447,17.63,1
5,6,6,6,3,3,1,7,1.772,28.3,1
3,2,6,4,1,1,1,5,0.644,17.86,0
3,4,3,4,1,1,1,7,-1.233,16.5,0
5,5,6,4,3,1,1,4,0.184,22.35,0
3,3,2,2,1,1,1,3,-1.901,17.22,0
2,2,3,6,1,1,1,4,-0.385,21.34,0
4,4,6,5,3,2,1,7,-1.097,22.02,1
3,4,6,6,3,1,1,7,0.355,18.7,0
5,5,6,6,2,3,1,8,0.564,30.51,1
5,4,6,6,1,1,1,7,0.614,27.23,0
5,4,4,5,1,1,1,6,-0.476,28.34,1
5,5,6,6,2,1,1,7,0.659,33.32,0
4,4,6,5,2,2,1,6,0.101,27.7,1
4,4,6,6,1,1,2,8,-0.245,14.88,1
5,5,6,6,2,1,2,8,0.396,13.06,1
4,6,5,6,3,4,4,8,-0.251,22.98,1
4,2,3,3,2,1,1,7,-1.414,16.47,0
4,4,6,6,1,1,1,5,-0.786,15.91,1
4,6,5,5,1,1,1,4,-0.457,15.74,0
5,2,2,2,1,1,1,8,0.983,33.21,0
2,6,6,6,4,5,3,6,-0.574,12.8,0
3,6,6,6,1,5,2,5,0.054,18.7,0
5,3,4,3,1,1,1,3,-0.32,20.23,0
4,2,6,6,1,1,1,4,0.512,25.02,0
4,5,5,5,3,2,1,7,-0.616,27.7,0
4,4,6,5,1,1,1,5,-0.833,17.31,0
4,3,6,6,1,1,1,7,-1.336,17.46,0
5,2,6,6,1,1,1,8,-1.454,24.95,0
2,5,5,5,1,1,1,5,-0.657,15.34,0
2,4,6,6,1,1,1,3,1.434,13.78,0
4,6,6,6,1,3,1,7,-1.414,23.93,0
3,5,6,5,1,1,1,6,0.088,13.66,0
5,4,4,4,1,1,1,5,0.557,10.85,0
5,6,6,5,1,1,1,5,0.956,18.25,0
5,4,6,6,2,1,1,7,-0.201,30.28,1
2,3,5,5,4,4,4,6,-0.58,11.81,0
4,6,2,2,1,1,1,4,0.216,14.31,1
5,6,6,6,3,4,4,8,0.716,14.13,1
2,6,6,6,2,1,2,1,-0.988,14.91,0
3,5,6,5,1,1,1,5,-0.017,16.83,0
4,4,6,6,4,1,3,4,-0.758,19.96,0
2,5,6,4,1,1,1,8,-0.432,22.51,0
3,4,2,3,3,4,3,7,0.76,16.12,1
3,5,5,4,1,2,1,6,-0.408,22.46,1
5,5,6,5,1,1,1,8,1.077,25.23,1
3,5,6,6,1,2,2,5,0.114,13.06,1
4,3,3,4,1,1,1,6,0.508,21.26,1
3,4,5,5,1,1,3,8,-0.242,22.01,1
3,3,4,4,1,1,1,3,-0.725,18.89,1
4,3,3,3,1,1,1,6,0.361,20.24,1
4,2,5,5,1,3,1,3,-0.733,20.97,1
3,5,5,6,2,2,3,7,0.42,28.29,0
5,5,6,6,1,1,1,8,0.075,26.24,0
4,4,5,5,1,1,1,5,-0.109,27.64,1
5,6,6,6,1,1,1,8,0.289,30.35,0
4,6,6,6,1,1,1,8,-0.51,32.92,0
5,5,6,6,1,2,1,8,0.465,27.93,0
3,3,3,4,1,1,1,3,-0.763,20.48,0
3,2,3,3,1,1,1,5,0.046,26.33,0
5,6,6,5,3,1,1,8,0.186,27.28,1
4,6,6,6,1,2,1,6,0.494,11.13,0
2,3,6,6,1,1,1,3,0.961,24.69,0
3,5,5,2,3,1,1,4,-0.39,21.82,0
5,6,6,6,2,2,1,6,-0.687,25.56,1
3,5,5,6,1,1,2,7,0.494,31.2,1
4,5,5,5,1,1,1,5,0.256,27.26,1
5,6,6,5,1,1,1,6,0.347,30.92,0
3,2,6,2,1,1,1,1,-0.971,11.92,1
4,5,6,5,2,2,1,7,0.574,29.52,0
2,6,6,6,1,2,2,5,0.061,24.31,0
4,5,6,6,1,1,1,5,-0.741,25.89,1
4,5,5,5,2,2,1,8,-0.153,27,0
4,6,6,6,3,1,1,7,-1.122,20.62,1
4,6,6,6,1,1,1,5,-0.055,27.91,0
2,2,2,2,1,3,1,6,-0.798,13.31,1
3,2,3,2,1,1,1,1,-0.937,21.58,0
3,6,6,6,1,1,1,6,-1.415,15.38,0
3,5,5,4,1,1,1,4,0.179,18.24,1
5,2,6,6,1,4,1,6,1.454,15.38,0
3,5,5,6,2,3,1,8,1.277,27.1,0
5,5,5,4,2,2,2,1,0.176,15.84,0
4,5,6,6,1,1,1,7,0.418,21.21,0
4,4,5,6,1,1,1,5,0.114,18.01,0
4,6,5,5,1,2,2,7,-0.112,19.27,0
4,5,6,5,1,1,1,8,1.51,23.76,0
4,4,6,6,2,1,1,4,0.291,21.61,0
5,5,6,4,1,1,1,6,0.582,23.11,0
5,5,6,6,3,1,1,8,0.747,31.87,0
4,4,5,5,2,1,1,6,0.339,27.18,0
1,3,5,2,1,2,1,5,-0.126,13.8,1
5,5,6,6,2,3,2,7,0.916,26.06,0
5,3,4,3,1,1,1,8,0.983,28.41,0
4,3,5,6,2,1,2,6,-0.375,17.69,0
3,5,6,3,1,3,1,8,-0.764,20.33,0
5,3,6,6,2,1,1,6,0.583,23.97,1
5,3,4,2,2,1,1,8,0.686,16.62,1
4,6,6,6,1,1,1,3,-1.337,18.88,0
5,5,6,6,1,1,1,6,-0.465,20.37,0
3,6,5,6,2,1,1,4,-0.893,17.69,0
4,5,6,6,1,3,1,4,1.693,26.6,0
5,6,6,6,1,1,1,6,0.222,14.84,0
4,5,6,6,1,1,1,8,-0.762,22.79,0
5,6,6,5,1,1,1,7,0.068,14.61,1
4,6,5,5,4,3,4,6,-0.141,26.08,0
5,6,6,6,4,4,3,6,-0.452,25.75,1
5,5,4,4,4,1,1,8,1.239,18.78,1
4,2,5,6,1,1,1,6,0.155,21.21,1
4,6,5,5,1,1,1,7,0.229,27.42,1
5,3,6,2,1,1,1,8,1.2,29.14,1
5,2,5,5,1,1,1,5,1.157,21.23,1
5,3,4,4,1,1,1,7,-0.45,23.49,1
5,5,4,3,1,1,1,8,-0.889,25.17,1
5,4,6,5,1,1,1,8,0.368,21.71,1
4,3,5,5,1,1,1,6,0.494,28.68,1
4,6,6,6,2,2,1,8,0.481,27.11,0
5,6,6,5,1,1,3,7,-0.031,17.49,1
5,3,5,3,1,1,1,7,0.25,26.3,0
5,6,6,6,1,2,1,8,0.752,34.2,0
5,2,4,3,1,1,1,6,1.494,29.43,0
2,5,5,3,4,1,1,2,0.817,18.74,0
4,5,6,6,1,1,1,8,-1.149,20.68,0
4,5,6,5,1,1,1,7,-0.656,19.25,0
3,5,4,5,2,1,1,7,-0.583,20.77,0
4,2,6,6,1,1,1,5,-0.406,15.57,0
3,6,5,5,1,1,2,6,0.494,15.21,0
4,3,5,5,1,1,1,5,-0.347,26.24,1
3,3,5,6,1,1,1,5,-1.156,18.94,0
5,4,5,6,1,1,1,2,0.877,28.79,0
5,6,6,6,1,3,1,7,-0.494,30.59,0
5,6,5,5,1,1,1,6,-1.23,31.57,0
4,4,6,5,1,2,1,7,-0.164,21.17,0
3,3,5,5,4,1,3,5,0.415,11.65,0
5,5,6,5,1,2,1,8,-0.271,26.34,0
4,6,3,3,1,1,1,5,-1.056,28.8,1
5,5,6,6,1,1,1,6,0.65,18.89,0
3,5,5,6,1,1,1,5,-0.733,18.69,0
5,2,4,2,2,2,1,8,-0.249,22.38,0
4,5,6,6,3,5,5,8,1.061,21.71,0
5,6,6,3,1,1,1,8,-0.319,23.19,0
4,4,5,5,1,1,1,8,-0.385,18.39,0
4,6,6,6,1,4,3,7,0.062,12.73,0
1,5,5,5,1,1,1,5,-0.516,14.98,1
5,5,6,4,1,1,2,8,-0.209,27.32,1
5,5,6,6,1,1,3,8,-0.194,22.84,1
4,5,6,6,1,1,1,8,-0.116,27.47,1
2,6,6,6,1,3,1,7,-0.244,21.8,1
2,6,5,6,1,1,1,3,-0.043,11.26,1
3,2,6,2,1,1,1,4,-0.465,25.57,1
4,2,6,4,1,1,1,7,-0.3,21.8,1
3,5,3,2,1,1,1,4,-0.927,23.83,1
4,2,6,5,1,4,1,5,0.163,30.38,1
3,6,6,6,1,1,1,7,-0.291,20.52,0
3,6,6,6,3,4,1,7,-0.786,14.99,0
3,4,6,6,3,2,1,7,-0.358,25.26,1
3,4,2,2,2,1,1,4,-0.042,20.71,1
3,3,4,4,1,1,1,4,0.521,26.48,1
5,5,6,6,1,3,1,6,1.157,18.95,0
5,5,6,6,1,1,1,8,0.118,32.77,0
3,2,5,2,1,1,1,4,-0.723,16.61,0
3,6,6,5,2,1,2,6,-0.46,19.59,1
4,5,6,5,1,1,1,6,-0.633,24.71,1
3,5,5,5,1,1,2,3,-0.55,16.73,1
5,5,5,5,1,1,1,8,-0.355,29.4,1
4,6,5,5,1,1,1,5,0.261,17.39,0
4,5,6,6,1,1,1,7,-0.128,24.49,1
5,6,6,2,1,1,1,8,-0.192,34.18,0
4,6,6,6,1,1,1,7,1.143,23.14,1
5,6,6,6,1,1,1,5,1.4,27.76,1
3,2,5,2,1,1,1,4,0.699,19.2,0
5,6,5,5,1,1,1,8,0.812,30.34,1
4,4,6,6,1,1,2,6,0.462,23.16,0
4,4,3,4,1,1,1,7,0.019,30.35,0
5,3,5,5,1,1,1,5,0.879,31.88,0
5,4,6,5,1,1,1,6,0.239,25.51,0
4,4,2,3,1,1,1,3,0.577,15.93,0
4,3,5,3,1,2,1,7,0.327,25.51,0
3,5,5,5,1,1,1,3,-0.255,17.99,0
4,6,6,6,2,3,2,7,-0.471,14.67,0
3,6,3,4,1,1,2,1,0.483,20.14,0
5,5,6,6,1,1,2,5,1.572,31.23,1
4,6,4,6,1,1,2,4,1.067,26.17,0
5,3,6,3,1,1,1,8,1.037,33.77,0
4,6,6,5,1,1,1,8,0.915,24.51,1
3,6,6,6,3,1,3,7,1.471,21.55,0
4,4,5,5,1,1,1,3,1.337,18.12,0
4,2,3,3,1,1,1,4,1.33,23.27,0
3,3,5,5,1,1,1,3,0.842,30.07,0
4,5,5,6,1,1,1,5,1.098,21.54,1
3,2,3,6,1,1,1,5,1.216,27.4,0
5,6,6,6,1,1,2,8,1.003,26.29,0
3,5,5,5,1,3,1,7,1.417,28.25,1
3,2,2,2,1,1,1,5,0.744,29.18,1
4,2,2,4,1,1,1,7,1.239,21.81,0
5,6,6,6,4,4,3,8,0.755,25.42,0
5,5,6,6,3,3,2,8,0.68,33.12,1
4,6,5,4,1,2,1,6,1.002,26.15,0
4,5,4,4,1,1,1,7,1.201,18.93,1
4,2,4,3,1,1,3,6,-0.365,17.24,1
5,2,4,6,1,2,1,6,1.044,21.3,0
3,3,6,6,1,1,2,3,-0.564,15.81,1
4,6,5,5,1,1,1,5,-0.47,23.35,0
4,2,6,6,1,1,1,7,-0.943,26.56,1
4,5,5,6,1,1,1,8,-1.145,21.32,0
5,6,6,6,1,1,1,6,-0.015,21.93,0
1,6,6,6,3,4,1,3,-0.913,20.89,0
3,6,6,6,2,1,1,3,-1.056,13.17,0
4,4,5,6,3,1,1,3,-1.207,16.25,0
3,2,6,6,3,2,1,3,-0.254,14.3,0
3,6,2,6,1,1,1,2,-0.53,26.96,0
3,6,5,4,2,1,1,2,0.572,27.48,0
5,5,6,5,1,1,1,8,0.511,32.51,0
5,3,5,5,1,1,1,8,-0.486,32.52,0
2,5,6,6,2,2,2,4,-0.538,21.84,0
5,2,4,4,1,1,1,6,1.215,30.5,0
4,3,6,6,1,1,1,5,-0.837,18.06,0
4,6,6,6,1,3,2,8,0.459,18,0
4,3,5,6,1,1,1,7,-0.695,18.3,0
4,4,5,5,1,1,1,4,-0.42,23.04,0
4,2,6,6,1,1,1,6,0.295,23.44,0
4,3,3,3,1,1,1,3,-0.166,18.94,0
3,3,2,3,1,1,1,6,0.511,18.43,0
4,6,6,5,1,1,1,7,-0.281,24.82,0
3,3,4,4,1,1,1,3,-1.165,11.49,1
4,4,3,2,1,1,1,7,-1.57,26.01,0
4,5,6,6,1,1,1,5,-0.096,16.89,1
3,5,4,5,3,1,1,2,-0.626,14.84,1
2,4,6,6,1,1,2,5,-0.634,19.29,1
4,6,4,6,1,1,1,6,-1.005,25.64,0
4,2,6,3,1,1,1,8,-0.196,18.92,1
4,2,5,2,2,2,3,6,-1.217,14.56,1
2,4,5,6,1,2,1,3,-0.699,23.24,1
5,6,6,6,1,1,1,7,0.114,27.07,0
3,4,5,4,1,1,1,6,-0.357,23.37,0
3,4,6,5,1,1,1,5,-1.407,17.24,0
5,6,5,6,3,4,5,8,0.772,25.48,0
4,5,5,5,1,1,2,2,0.278,18.59,0
4,6,6,6,1,1,1,7,-1.152,14.62,0
2,5,5,4,4,2,1,2,-1.223,26.11,0
5,5,4,4,1,1,1,5,-0.126,20.32,0
3,4,6,5,1,1,1,1,0.355,18.73,0
4,4,4,4,1,1,1,7,-0.114,18.79,0
3,6,6,6,3,3,1,7,-1.302,15.23,0
5,6,5,5,1,1,4,6,0.44,16.93,0
2,2,2,2,5,1,1,1,-1.07,17.97,0
5,3,4,4,1,1,1,6,0.199,21.11,0
4,4,5,3,1,1,2,4,-1.948,14.71,0
5,3,5,4,1,1,1,7,-0.591,16.46,0
5,2,4,3,1,1,1,7,0.602,21.94,0
3,4,2,4,3,3,4,1,-0.967,13.42,0
5,5,5,5,4,3,3,5,-0.626,13.77,0
3,4,6,5,3,4,1,5,-1.612,17.16,0
4,5,5,6,1,3,2,5,-0.543,24.91,0
4,5,6,5,1,1,1,7,-0.395,22.88,0
5,4,2,3,1,1,1,7,1.322,32.71,0
3,6,5,5,1,1,1,7,-0.254,22.5,0
5,4,6,4,1,1,1,8,-0.699,30.91,0
4,5,6,6,2,1,1,8,0.256,26.43,0
4,6,6,6,1,1,3,8,-1.05,24.56,0
5,3,3,3,1,1,1,8,1.333,32.32,1
4,3,6,5,1,1,1,6,0.192,10.94,1
3,5,6,6,1,2,1,1,-0.429,13.64,1
5,6,6,6,3,4,1,8,0.877,29.93,1
4,2,6,6,1,1,1,4,1.752,27.36,0
5,5,5,4,1,1,1,7,0.337,25.77,1
5,4,5,5,1,1,1,3,0.218,18.15,1
4,5,6,6,1,1,3,7,0.658,26.37,1
5,6,6,6,3,1,1,8,1.555,17.61,0
3,5,4,5,1,1,1,2,0.439,15.73,0
5,4,6,6,1,1,1,7,-0.159,26.03,0
5,4,6,6,1,1,1,8,-0.483,29.09,0
5,6,6,6,1,1,1,8,-0.25,30.07,0
3,5,5,3,1,1,1,6,-0.538,23.33,0
5,5,4,4,1,1,1,6,-0.311,18.76,0
5,2,6,6,1,1,1,8,0.514,25.84,0
5,2,6,5,1,3,1,7,-0.918,18.05,0
3,2,2,6,2,1,2,4,0.771,14.51,0
4,6,5,4,1,1,3,7,-0.395,13.66,0
1,4,5,3,1,1,1,5,-0.106,16.49,1
4,4,6,6,4,2,1,6,-0.204,13.23,1
3,6,6,6,4,1,1,4,-0.204,21.95,0
4,3,4,5,1,1,1,6,0.434,21.23,0
4,5,5,6,1,1,2,8,0.188,18.04,0
5,6,4,6,2,1,1,6,0.335,22.36,0
3,5,6,6,1,1,2,4,-1.537,14.98,0
4,4,5,5,1,3,2,4,-0.943,14.34,0
4,5,5,3,1,1,1,5,-0.103,10.76,0
4,5,5,6,1,1,1,7,0.257,29.28,0
4,2,4,6,1,1,1,4,0.415,19.8,0
3,6,6,6,1,1,3,5,-0.781,26.89,0
5,4,6,6,5,3,1,8,-0.765,15.84,0
5,4,3,4,1,1,1,6,0.111,17.7,1
5,3,6,3,1,1,1,8,-1.042,19.59,1
3,6,4,4,1,1,1,5,-0.504,12.45,1
5,3,6,2,1,1,1,8,0.499,22.61,1
4,3,5,2,1,1,1,4,-1.353,13.69,0
4,5,5,4,1,1,1,5,0.283,29.95,1
5,6,6,5,1,1,1,8,-0.684,14.06,1
5,6,6,5,1,1,1,8,-1.074,19.61,1
5,4,5,5,2,1,1,7,-0.547,23.92,1
4,6,5,6,1,2,2,3,-0.631,15.31,1
4,4,6,5,1,1,2,6,0.061,17.88,1
5,5,6,5,2,2,1,8,-1.233,21.12,0
4,2,6,6,1,1,1,8,-0.347,20.5,0
5,4,5,6,1,1,1,7,0.8,21.8,1
5,3,6,6,1,1,2,7,0.52,19.45,1
5,6,6,5,2,1,1,8,-0.452,31.87,1
5,4,5,6,1,1,1,8,-0.454,20.26,1
5,2,2,3,1,1,1,6,-0.1,27.86,1
2,3,5,3,2,1,1,5,0.098,22.31,1
4,2,6,6,1,1,1,4,0.755,28.85,0
4,5,6,6,1,3,1,8,0.077,17.73,0
4,5,5,6,2,1,1,6,-0.995,24.23,0
5,2,2,2,1,1,1,7,0.483,20.84,0
4,5,5,6,2,1,1,4,-0.063,23.55,0
4,4,5,5,1,1,1,6,0.438,23.54,0
5,2,3,6,1,1,1,4,-0.422,24.35,0
4,4,5,4,4,2,2,5,0.278,17.9,0
3,5,6,5,1,1,1,4,0.135,21,0
3,5,6,6,4,4,4,5,0.222,17.72,0
5,4,6,5,1,1,2,6,0.232,21.94,0
4,3,5,3,1,1,1,7,0.444,19.28,0
3,3,5,4,1,1,1,6,-0.25,27.56,0
3,4,4,4,2,2,1,5,0.98,12.02,0
4,2,3,5,1,1,1,4,-0.011,24.27,0
5,6,3,4,1,2,2,7,0.085,13.73,0
2,6,5,6,3,2,1,6,0.165,11.09,0
4,5,6,6,4,4,4,5,-0.52,14.56,1
3,2,6,6,1,1,1,5,0.192,14.78,0
3,2,5,5,1,1,1,4,-1.152,16.13,1
4,5,5,6,1,1,1,8,0.423,22.81,0
4,6,6,5,2,1,2,5,-0.99,17.77,0
5,5,6,6,1,2,2,7,0.969,25.77,0
5,4,5,5,1,1,1,8,-0.015,27.5,0
2,5,6,5,1,1,2,8,-0.393,16.29,0
4,4,6,5,1,1,1,5,0.163,19.3,0
3,6,6,5,1,1,1,5,-1.353,17.16,0
5,4,5,4,1,1,2,7,0.152,24.11,0
5,6,5,4,1,1,1,6,0.233,26.9,0
4,3,5,2,1,1,1,4,-0.415,27.36,0
4,5,6,5,1,1,1,6,-0.038,19.76,0
4,3,6,4,1,2,1,6,-0.748,15.4,0
5,5,6,6,1,3,2,7,-1.004,16.85,0
5,4,5,5,2,1,1,5,0.621,24.65,0
4,3,6,5,1,1,2,4,-0.024,16.9,0
4,6,6,6,1,1,1,7,0.131,24.55,0
4,5,5,4,1,4,2,5,-1.09,20.05,0
2,5,5,3,2,1,1,2,-0.89,13.63,0
5,5,6,3,1,1,1,8,-0.069,21.38,1
5,4,6,5,1,1,1,8,-0.277,20.1,0
4,4,5,5,3,1,2,7,-0.095,20.39,0
5,4,5,6,1,1,1,8,0.515,18.82,0
4,6,6,6,1,1,1,4,-0.741,13.69,0
2,2,2,2,1,1,1,5,0.085,28.02,1
4,5,6,5,1,1,1,8,0.157,24.57,0
2,5,5,3,1,1,1,5,-0.657,26.88,0
5,1,1,1,3,2,3,5,-0.877,17.82,0
5,6,5,2,3,3,1,7,-1.136,17.18,1
5,5,6,3,1,1,1,7,-0.556,21.48,1
3,3,3,3,1,1,1,7,0.549,24.27,1
5,3,5,2,1,1,1,8,1.138,27.87,1
4,2,4,2,1,1,1,7,-0.293,22.16,1
4,4,6,5,1,1,1,7,-0.793,23.01,0
5,3,6,4,1,1,1,4,-0.762,14.07,0
4,5,6,6,4,1,1,5,-0.782,12.31,1
5,2,6,2,1,1,1,7,0.148,24.63,1
4,3,4,4,1,3,1,5,0.415,27.8,0
5,6,6,6,2,2,1,7,1.057,28.64,0
4,5,6,6,3,1,2,6,0.394,25.8,0
5,3,5,5,1,1,2,7,1.438,20.49,0
4,4,5,5,1,1,1,6,0.812,18.37,0
5,4,5,6,1,1,1,8,0.967,22.81,1
4,5,5,6,3,3,2,5,0.991,27.15,0
4,4,5,5,1,1,1,7,0.99,22.48,0
5,4,6,6,1,1,1,7,1.222,24.66,0
4,5,5,6,1,1,1,6,1.115,29.58,1
4,4,5,5,1,1,2,5,1.494,23.03,0
5,5,6,6,4,4,1,6,0.914,27.41,0
5,4,5,5,1,1,2,8,-0.163,34.64,0
5,4,6,5,1,1,1,3,0.577,21.35,0
4,2,6,6,1,1,1,7,0.868,26.99,1
5,5,6,6,5,5,5,5,-0.8,20.18,0
4,3,5,5,1,1,5,7,-0.057,24.71,1
4,2,5,4,1,1,1,7,1.377,29.09,0
3,5,5,6,1,1,1,7,-0.281,27.54,0
5,6,6,6,1,1,1,7,0.504,25,0
4,3,5,5,1,1,1,5,0.369,27.17,1
2,3,3,5,1,1,1,3,-1.056,19.08,0
1,3,6,5,1,1,1,4,-0.584,20.99,0
3,4,5,4,1,1,1,8,-0.715,26.16,0
4,4,6,5,1,1,1,4,-0.803,28.68,0
3,4,3,3,1,1,1,4,0.477,20.4,0
5,5,6,6,1,1,1,8,1.616,27.25,0
4,6,6,6,1,1,1,4,0.494,16.37,0
5,3,6,6,1,1,1,5,-1.071,18.87,0
4,3,5,3,1,2,1,6,-0.394,10.95,1
5,6,6,6,2,3,3,8,0.296,33.33,1
5,5,5,5,3,2,1,8,0.132,22.09,0
4,5,6,4,1,1,1,6,0.135,18.87,1
5,5,6,3,2,2,1,8,0.028,22.21,0
5,6,6,6,3,3,3,8,-0.119,29.97,1
2,3,5,6,1,1,1,5,-0.126,19.46,1
3,6,4,5,1,1,1,4,0.276,19.26,0
4,4,6,6,5,1,1,3,0.34,15.31,0
4,5,6,6,3,3,1,7,0.439,15.86,0
3,5,5,5,1,1,1,5,-0.284,19.02,0
4,6,6,6,2,4,4,8,-0.37,14.14,0
3,6,6,6,2,2,1,5,0.144,25.88,0
4,3,5,3,1,1,1,6,0.421,17.96,0
3,3,5,5,1,1,1,2,0.305,20.11,0
5,5,6,5,3,1,1,4,-1.167,12.63,0
5,5,6,5,3,1,2,7,0.422,31.14,0
5,4,6,3,2,1,1,8,1.484,22.57,0
4,5,6,6,3,1,1,3,-0.491,23.76,0
5,6,5,5,1,2,1,7,0.755,28.16,0
5,6,5,6,1,1,1,8,-0.782,25.76,0
4,4,6,6,1,2,1,8,-0.126,27.86,0
4,3,5,4,1,1,1,6,1.572,31.35,0
4,3,5,4,4,4,4,5,-0.769,13.03,0
4,5,6,6,1,1,1,5,-0.877,13.55,0
5,6,6,6,1,1,1,5,-0.249,21.01,0
5,4,5,3,1,1,1,6,-0.765,28.02,0
5,4,6,6,1,1,1,4,-1.162,16.78,0
2,5,6,6,1,3,1,4,-0.676,16.79,1
4,3,6,6,1,1,1,3,0.286,23.56,0
4,5,5,5,1,1,1,6,-0.224,15.77,0
4,3,4,4,1,1,1,6,-0.696,21.09,0
4,6,6,5,4,1,2,6,-0.048,25.21,0
5,4,4,4,1,1,1,5,1.067,25.93,0
5,6,6,6,1,1,1,8,0.245,23.13,0
4,6,6,6,2,1,2,8,-0.504,14.6,0
5,3,4,5,1,1,1,8,0.693,24.58,0
4,5,6,6,1,1,1,7,0.321,18.63,1
3,6,6,6,3,1,1,7,-1.199,12.95,1
5,4,2,5,1,1,1,7,0.416,31.23,1
5,6,6,5,1,1,1,6,0.854,20.86,1
3,3,2,4,1,1,1,2,0.046,12.13,1
5,6,5,5,1,1,1,8,-0.025,29.34,0
3,4,5,5,1,1,3,5,-0.718,19.85,0
3,5,6,6,1,1,1,5,-1.066,19.04,0
4,4,4,5,1,1,1,8,-0.064,26.64,0
4,5,6,6,1,1,1,8,0.133,31.29,0
2,2,6,5,4,3,4,4,-0.583,19.14,0
3,5,4,5,3,1,1,4,-0.142,24.78,0
5,5,6,3,1,1,1,8,0.057,26.55,1
4,5,6,6,1,1,1,5,0.027,27.46,0
4,4,6,6,1,2,1,3,0.156,14.62,1
3,5,6,6,1,1,1,4,0.282,18.43,0
5,6,4,3,1,1,1,7,1.572,29.65,1
5,5,6,2,2,4,3,3,-0.708,24.78,0
5,6,6,6,3,1,1,6,0.572,25.08,1
4,4,6,6,1,1,1,6,0.041,23.78,1
3,5,4,5,1,1,1,2,0.77,15.78,1
3,6,5,6,2,1,1,3,-0.384,18.86,0
3,6,6,6,1,1,1,4,-0.119,13.12,0
4,3,5,5,1,1,1,5,-0.45,23.49,1
3,2,6,5,1,1,1,6,0.279,20.32,0
3,5,5,6,3,1,1,4,1.037,16.17,1
4,6,5,6,1,2,2,3,-0.544,21.6,1
3,5,6,5,1,1,1,5,-0.221,23.71,0
3,4,6,6,1,1,1,5,-1.482,26.43,1
5,5,6,6,1,1,1,7,0.755,29.53,1
4,6,6,5,1,1,1,8,0.144,20.44,0
3,3,6,2,1,1,1,5,-0.216,22.02,1
4,2,4,2,1,1,3,7,0.2,22.84,1
5,6,6,6,1,2,1,8,0.191,34.64,1
2,3,3,2,2,1,1,2,-0.205,18.54,1
4,3,6,5,1,1,1,3,-0.157,24.58,0
5,4,6,5,3,1,1,7,0.863,23.62,0
4,4,6,6,2,1,3,8,0.699,23.75,1
3,6,6,4,1,1,1,4,-0.514,17.97,1
5,6,6,6,2,2,2,8,1.5,33.32,0
2,5,6,6,1,1,1,2,-0.265,10.4,1
