id,schid,getalng,spirit,strict,fair,racefrnd,disrupt,tchgood,tchint,tchprais,putdown,studown,listen,feelsafe,impede,misbehav,private
6234338,62343,2,3,3,2,3,4,2,2,2,3,3,2,4,3,3,1
6234342,62343,1,3,3,2,2,3,2,2,2,3,3,2,3,3,2,1
6234356,62343,1,2,4,1,1,3,1,1,2,4,4,1,4,4,4,1
6234364,62343,1,2,2,2,2,4,2,1,2,3,4,2,4,4,4,1
6234367,62343,1,3,4,2,2,4,1,1,1,4,4,1,4,4,4,1
6234383,62343,1,2,2,2,2,2,2,2,1,3,3,2,4,3,2,1
6234393,62343,2,3,3,2,2,3,1,2,3,3,3,1,4,3,3,1
6234395,62343,2,3,2,2,1,1,2,3,4,2,3,2,4,3,2,1
6236017,62360,2,3,2,2,2,3,2,2,1,4,4,1,4,3,3,1
6236020,62360,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,1
6236057,62360,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,1
6236063,62360,2,2,2,2,2,3,1,2,2,3,3,2,1,3,3,1
6236074,62360,2,3,2,2,1,3,2,2,2,3,3,2,4,3,3,1
6236083,62360,2,1,3,2,2,2,2,2,2,3,3,2,4,3,3,1
6236094,62360,2,2,2,2,1,3,1,1,1,4,4,1,4,4,3,1
6236097,62360,2,2,4,4,2,2,2,2,3,3,8,2,3,2,2,1
6237709,62377,2,3,2,2,1,2,1,2,3,2,2,2,3,2,2,1
6237722,62377,2,8,3,2,2,2,1,1,2,3,3,2,4,4,3,1
6238507,62385,2,3,3,2,1,3,1,2,2,3,3,2,4,3,2,1
6238552,62385,2,3,3,2,1,2,2,2,3,4,3,1,4,1,2,1
6238576,62385,2,2,3,2,2,2,3,2,2,3,3,2,4,3,2,1
6246906,62469,2,3,2,2,1,4,2,2,2,4,3,2,4,4,2,1
6246918,62469,1,3,1,2,1,3,1,1,1,4,3,1,4,3,4,1
6246932,62469,2,3,1,2,2,3,2,2,3,3,3,2,3,3,3,1
6246980,62469,2,2,2,2,1,3,2,2,3,2,1,2,4,2,2,1
6246983,62469,2,2,2,2,1,3,1,1,1,4,4,1,4,4,3,1
6248802,62488,1,1,1,2,3,3,1,2,2,4,3,1,4,3,3,1
6248809,62488,1,2,2,2,2,2,1,2,2,3,3,4,4,3,3,1
6248813,62488,2,2,2,2,2,3,2,2,2,3,3,2,3,2,3,1
6248827,62488,1,2,2,2,2,2,1,1,1,4,3,2,4,3,2,1
6248851,62488,1,1,3,2,1,3,1,1,2,3,2,1,4,3,3,1
6248876,62488,1,1,2,2,1,3,1,1,2,4,3,1,4,3,3,1
6248879,62488,1,2,1,2,1,3,1,1,2,4,4,2,4,4,3,1
6248895,62488,2,2,3,2,2,3,2,2,2,3,3,2,4,3,3,1
6259606,62596,2,1,2,2,1,3,1,1,2,3,3,2,4,3,2,1
6259615,62596,2,1,1,2,2,1,1,1,1,4,3,1,4,3,1,1
6259618,62596,2,3,2,3,1,4,4,4,4,3,4,2,4,4,2,1
6259629,62596,2,1,3,1,1,3,2,2,2,3,4,2,4,3,3,1
6259631,62596,2,3,3,2,1,2,3,3,4,2,1,4,3,2,1,1
6259635,62596,2,1,1,2,1,2,2,2,2,3,3,2,4,3,3,1
6259642,62596,2,2,2,2,2,4,2,2,3,3,3,2,4,3,4,1
6259645,62596,2,2,2,2,3,3,2,2,2,3,2,2,4,3,2,1
6259656,62596,2,2,2,2,1,2,2,3,1,4,4,3,4,3,2,1
6259657,62596,3,2,2,1,3,4,3,1,3,3,3,3,4,3,2,1
6259675,62596,2,2,3,3,2,1,1,2,2,3,3,3,4,3,3,1
6259679,62596,2,2,4,2,2,3,2,1,1,3,3,2,4,3,2,1
6259692,62596,2,2,1,2,1,3,2,2,3,4,4,2,4,4,4,1
6263017,62630,2,2,2,2,2,3,1,1,2,4,2,2,3,3,1,1
6263029,62630,2,2,1,2,1,3,1,1,2,4,3,1,4,3,3,1
6263066,62630,2,1,1,2,3,2,1,1,1,3,2,1,4,2,3,1
6263067,62630,2,3,3,3,2,2,2,2,2,3,3,2,3,3,2,1
6263069,62630,2,3,3,2,2,2,2,3,3,3,2,3,4,2,2,1
6263087,62630,2,2,2,3,1,3,1,1,1,3,3,2,3,3,2,1
6263089,62630,1,1,2,1,1,4,1,1,1,4,4,1,4,4,2,1
6282100,62821,2,3,2,1,1,3,1,1,2,4,3,1,4,4,2,1
6282118,62821,2,2,2,1,1,3,6,1,2,3,3,2,3,3,3,1
6282120,62821,2,3,1,3,2,2,2,2,2,2,2,3,3,3,2,1
6282128,62821,2,2,2,2,2,3,2,1,2,3,3,2,3,3,3,1
6282131,62821,2,4,3,2,1,3,1,1,1,4,3,1,4,4,3,1
6282134,62821,2,2,1,2,2,3,2,1,1,3,3,2,4,3,4,1
6282135,62821,2,3,3,3,2,3,2,2,2,3,3,2,3,3,3,1
6282140,62821,1,3,3,2,1,3,1,2,2,4,4,2,4,3,3,1
6282149,62821,2,2,3,2,2,4,1,1,2,3,3,2,4,4,4,1
6282192,62821,2,2,2,2,1,3,2,2,2,3,3,2,4,3,3,1
7276108,72761,1,3,2,3,2,3,2,1,2,3,4,2,4,4,2,1
7286525,72865,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
7290653,72906,1,1,1,1,1,4,1,1,1,4,4,2,4,3,4,1
8418951,84189,2,3,2,3,2,3,2,3,3,3,3,3,4,4,2,1
8418972,84189,2,2,3,1,1,3,1,2,1,3,3,2,4,3,3,1
8418980,84189,2,1,2,2,1,3,1,1,2,3,3,2,3,3,3,1
8438754,84387,2,2,2,2,2,3,1,2,2,3,4,2,3,3,3,1
8452614,84526,1,1,2,3,2,1,1,1,2,3,3,1,4,4,3,1
8452621,84526,2,2,1,2,2,3,1,1,2,3,3,1,4,3,3,1
8452647,84526,2,2,2,2,1,2,2,2,2,4,2,2,4,4,4,1
8452653,84526,2,3,3,2,1,4,1,1,2,3,3,1,4,4,4,1
8452698,84526,2,3,2,2,1,4,1,1,2,4,4,1,8,8,8,1
8455143,84551,2,3,2,2,2,3,1,1,2,4,4,2,4,3,3,1
8455152,84551,2,4,2,2,2,3,2,2,1,4,3,2,3,3,2,1
8455176,84551,1,3,3,2,2,3,2,1,3,4,3,1,4,4,3,1
8455193,84551,1,2,2,2,2,3,2,2,2,3,3,2,3,3,3,1
8472146,84721,2,2,3,2,2,2,2,2,3,3,3,2,3,3,3,1
8472171,84721,2,3,2,3,2,2,2,2,3,2,3,2,4,4,3,1
8472180,84721,2,2,2,2,1,3,2,2,2,3,4,2,3,1,3,1
8472199,84721,2,2,3,2,2,3,2,2,2,3,3,2,4,3,2,1
8472807,84728,1,2,2,2,1,3,1,2,2,4,3,2,4,3,3,1
8472849,84728,2,2,2,2,1,3,2,2,2,3,4,2,4,4,3,1
8472878,84728,2,1,2,2,1,3,2,2,2,3,3,2,4,3,3,1
8477402,84774,3,3,3,2,1,2,2,2,3,3,3,2,4,3,2,1
8477413,84774,2,3,2,2,1,3,2,2,2,3,3,2,4,3,2,1
8477458,84774,2,3,3,2,2,2,2,2,1,4,4,2,4,4,3,1
8477465,84774,2,2,3,2,2,3,2,2,2,4,3,1,4,3,2,1
8477477,84774,2,3,2,3,2,2,4,4,3,3,3,3,3,3,3,1
8478143,84781,1,1,2,2,1,4,1,1,1,4,4,1,4,4,4,1
8478169,84781,2,4,3,2,1,2,2,2,2,3,3,2,4,2,2,1
8478178,84781,1,2,3,3,1,3,1,1,1,4,4,1,4,4,3,1
8478194,84781,1,2,3,2,1,3,1,1,1,4,4,1,4,3,3,1
8483121,84831,2,3,3,2,4,2,1,2,1,4,2,1,3,3,2,1
9112304,91123,2,3,8,6,2,4,2,2,3,3,2,2,4,3,3,1
9112328,91123,2,3,2,2,1,3,1,1,2,3,3,2,8,4,3,1
9112351,91123,2,4,1,4,3,3,1,2,4,3,3,4,4,3,2,1
9112356,91123,2,2,4,8,1,1,2,3,4,1,1,4,3,4,1,1
9112392,91123,2,2,2,2,1,3,1,1,1,3,3,2,4,3,4,1
9112397,91123,2,2,3,2,1,3,2,2,4,4,3,2,4,4,1,1
9160308,91603,2,1,1,2,2,3,2,2,2,2,2,8,3,3,2,1
9160319,91603,2,3,3,2,2,2,1,2,2,3,1,2,4,3,2,1
9160320,91603,2,1,1,2,1,3,1,1,2,4,3,2,4,3,4,1
9160385,91603,1,1,2,2,1,3,1,1,2,3,3,1,4,4,3,1
9160395,91603,1,2,3,2,1,2,2,1,3,3,3,2,4,2,2,1
9187202,91872,2,3,2,2,3,1,2,2,1,2,1,2,3,3,1,1
9187252,91872,1,3,4,2,1,3,1,1,1,4,3,1,4,4,4,1
9187262,91872,2,2,2,2,1,4,1,1,1,4,3,1,3,1,3,1
9187269,91872,2,2,3,2,2,3,1,1,1,4,4,1,4,4,3,1
9187272,91872,2,2,2,2,2,4,1,2,1,4,3,2,4,4,3,1
9187279,91872,1,3,3,2,1,2,1,1,1,4,4,2,3,3,2,1
9194703,91947,2,2,1,2,1,2,1,1,1,3,3,2,6,8,3,1
9194731,91947,2,2,2,2,1,2,2,1,2,3,3,2,3,3,3,1
9194764,91947,2,3,3,1,2,3,1,1,1,4,3,1,4,4,4,1
9194790,91947,2,3,3,2,2,3,3,1,2,3,3,2,3,3,3,1
9196908,91969,2,1,3,2,1,2,2,2,3,3,3,2,3,3,3,1
9196914,91969,2,2,3,2,1,3,1,2,2,3,3,2,3,3,3,1
9196922,91969,1,2,4,1,1,3,1,1,2,4,3,1,4,4,2,1
9196938,91969,2,1,2,2,1,2,1,3,3,2,3,2,4,2,2,1
9196944,91969,2,3,1,2,1,3,1,2,3,4,4,2,4,3,3,1
9196964,91969,1,2,1,1,2,2,2,2,2,3,3,2,3,3,3,1
9196966,91969,1,2,2,3,2,3,2,1,2,4,3,1,4,4,3,1
9196967,91969,2,2,1,3,3,3,4,8,2,2,2,2,1,1,1,1
9196982,91969,2,2,2,2,2,3,2,2,2,3,3,2,4,3,3,1
9196993,91969,2,1,3,2,2,3,2,1,2,3,3,2,4,3,3,1
9199106,91991,2,2,2,2,2,3,1,1,2,4,3,2,4,3,3,1
9199108,91991,2,2,3,2,1,3,1,1,2,4,4,2,4,3,2,1
9199119,91991,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
9199152,91991,2,2,1,2,3,3,1,1,2,2,4,2,4,4,2,1
9199157,91991,1,2,3,2,2,3,2,2,2,3,3,2,4,3,3,1
9199179,91991,1,1,2,2,2,3,1,2,2,3,2,2,4,4,3,1
9199197,91991,1,1,2,1,1,4,1,2,2,4,3,1,1,4,4,1
